Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
good,3,owner,24,51,married,no,fixed,45,223,20000,0,1400,1581
good,7,rent,60,31,married,no,fixed,67,70,0,0,790,1072
bad,9,rent,36,46,married,no,fixed,84,87,0,0,1200,1471
bad,1,owner,60,35,married,no,freelance,90,42,5000,100,500,1300
good,14,parents,60,33,single,no,fixed,35,60,0,0,1150,1192
good,6,other,48,25,single,no,fixed,35,300,0,0,2400,2700
good,0,other,36,31,married,no,fixed,75,144,0,0,450,500
bad,15,rent,36,43,married,no,freelance,75,NA,15000,2000,1100,1720
good,2,parents,48,30,married,no,fixed,60,180,0,0,1350,1770
bad,1,rent,48,40,married,no,others,82,69,0,0,1100,1197
good,12,rent,60,37,married,yes,fixed,86,110,0,0,700,950
bad,1,parents,36,22,single,yes,partime,35,50,0,0,425,450
bad,0,parents,60,24,single,yes,partime,35,86,0,0,1400,1707
good,11,owner,36,27,married,no,fixed,60,172,7000,0,900,1201
bad,9,rent,60,32,married,yes,freelance,71,109,0,0,1135,1355
good,13,owner,60,43,married,no,fixed,60,95,3000,0,890,1196
good,29,rent,60,57,married,no,fixed,80,203,0,0,1100,1297
bad,33,owner,48,59,married,yes,fixed,45,114,10000,0,1200,1420
good,3,rent,48,60,widow,no,freelance,54,186,0,0,850,1036
good,0,rent,60,25,single,no,fixed,51,155,0,0,800,1201
good,5,parents,60,28,married,no,fixed,60,195,1800,0,1000,1527
bad,3,owner,60,40,married,no,freelance,75,246,2500,0,1300,1500
good,21,rent,48,36,married,no,fixed,86,113,0,0,950,1057
good,6,owner,48,27,married,no,freelance,60,290,4300,900,1500,2127
bad,1,other,48,33,married,yes,freelance,75,NA,0,0,1000,2218
good,25,owner,60,44,married,no,fixed,45,125,2500,0,1200,1570
good,5,rent,24,34,married,no,freelance,95,199,0,0,250,650
good,1,owner,60,28,married,no,fixed,45,133,5000,9000,700,1175
good,1,owner,60,39,married,no,fixed,60,210,2000,0,700,825
bad,2,other,48,47,single,yes,freelance,35,NA,0,0,2150,2152
good,11,owner,60,28,married,no,fixed,45,78,4000,0,850,978
good,1,rent,36,37,divorced,no,partime,55,200,15000,0,1100,1650
good,0,parents,60,20,married,no,freelance,45,100,0,0,1850,2150
bad,2,rent,48,36,married,no,fixed,85,95,0,0,1340,1771
good,5,rent,48,28,married,no,fixed,63,183,0,0,1100,1615
good,2,parents,24,20,single,no,fixed,35,43,0,0,450,994
good,7,priv,60,32,married,no,fixed,75,120,3000,3000,870,1147
bad,3,parents,60,19,single,no,freelance,45,198,2500,0,1100,1194
bad,2,rent,36,21,single,no,fixed,45,100,0,0,700,825
good,3,rent,36,23,single,no,fixed,50,150,0,0,1000,1128
good,10,owner,36,47,married,no,fixed,60,133,3000,0,360,360
good,10,owner,48,37,widow,no,others,45,110,3000,0,500,1190
good,10,owner,60,51,married,no,fixed,60,202,2000,0,1400,1580
good,1,priv,24,31,married,no,fixed,60,140,2000,500,1100,1600
good,4,owner,60,49,married,no,fixed,45,123,5000,0,1450,1735
good,2,owner,60,27,married,no,fixed,45,275,8000,4500,1500,2178
bad,3,priv,60,34,married,yes,fixed,75,200,2500,0,1350,1589
good,6,owner,60,28,single,no,freelance,35,NA,7000,800,1500,1828
bad,0,owner,48,29,separated,no,fixed,35,55,4000,0,757,1566
good,1,owner,60,51,married,no,others,45,105,3000,0,1200,1250
good,15,owner,60,34,married,no,fixed,75,146,5000,0,1400,1626
good,10,owner,60,42,married,yes,fixed,75,100,6000,1500,1350,1414
bad,2,rent,60,46,separated,no,fixed,49,136,0,0,1500,1687
good,8,owner,60,40,married,no,fixed,60,90,4500,0,1100,1638
good,4,owner,60,32,married,no,freelance,60,NA,6000,0,1100,1296
good,7,owner,60,26,married,no,fixed,60,116,3000,0,1400,1460
good,17,owner,36,31,married,no,fixed,75,128,7000,4800,700,1400
good,10,owner,54,47,married,no,fixed,60,105,3000,0,850,911
good,6,owner,30,45,married,no,fixed,90,125,3000,0,1050,1559
good,0,other,60,26,married,no,partime,45,68,0,0,1200,1315
good,1,owner,36,41,married,no,fixed,75,400,5500,0,1800,2600
good,6,owner,48,31,married,no,fixed,60,251,3000,400,1000,1208
good,2,rent,60,23,single,no,fixed,58,225,0,0,800,975
good,2,parents,60,34,single,no,fixed,35,140,0,0,1200,1274
good,15,owner,48,34,separated,no,freelance,45,NA,5000,0,900,1197
good,7,rent,60,38,married,no,freelance,107,320,1500,0,1050,1092
good,0,owner,36,55,married,yes,freelance,45,NA,16000,0,900,1100
good,1,rent,60,54,married,no,others,54,87,8000,0,1000,1202
bad,2,parents,54,24,single,yes,freelance,35,NA,0,0,1800,2646
bad,15,owner,60,37,married,no,others,90,90,5000,1800,1500,1816
bad,0,rent,60,43,married,no,freelance,75,NA,0,0,1400,1700
good,2,parents,48,26,married,no,fixed,60,110,10000,0,1300,1700
good,20,owner,54,59,married,no,freelance,60,87,3500,0,500,984
good,30,rent,60,54,married,no,fixed,54,93,0,0,1000,1387
good,12,owner,48,27,married,yes,fixed,45,110,5000,1300,450,1636
good,2,rent,60,28,single,no,fixed,43,81,0,0,1000,1135
bad,3,owner,60,53,married,no,fixed,45,98,3500,0,1350,1453
good,7,owner,60,48,married,no,freelance,60,155,4500,0,1400,1500
good,4,owner,48,30,married,no,fixed,60,167,3500,1000,800,1350
good,14,priv,60,28,married,no,fixed,60,190,18000,0,1850,2247
good,10,owner,60,34,married,no,fixed,75,110,2500,300,1150,1367
bad,3,owner,60,33,separated,no,freelance,35,NA,6000,0,950,950
bad,12,rent,60,55,married,yes,fixed,62,170,0,0,1800,2154
bad,20,owner,36,40,single,yes,freelance,35,NA,8500,400,750,1100
good,5,parents,60,28,single,no,fixed,35,70,0,0,900,1492
bad,2,owner,60,31,single,no,fixed,35,55,7500,0,800,1351
bad,30,parents,60,56,married,no,fixed,45,80,10000,0,1500,2040
good,3,owner,60,38,married,yes,partime,75,81,4000,0,1000,1037
bad,0,other,48,25,single,no,fixed,35,139,0,0,1200,1202
good,0,rent,48,35,married,no,fixed,66,206,0,0,1500,1683
bad,5,other,24,41,separated,no,freelance,35,NA,0,0,500,1000
good,3,parents,48,31,single,no,fixed,35,120,0,0,1000,1100
good,30,other,48,52,married,no,freelance,90,300,12000,0,1700,1734
good,13,priv,60,33,married,no,fixed,75,224,7000,0,1600,1604
good,0,rent,60,30,married,no,fixed,68,80,0,0,1000,1330
bad,3,owner,60,37,married,no,partime,90,166,3000,0,800,877
good,0,owner,36,54,married,no,partime,60,110,11500,0,1100,1759
bad,7,parents,48,32,married,yes,fixed,45,161,0,0,970,1564
good,4,owner,60,23,married,no,fixed,45,80,4000,0,1100,1306
good,10,owner,24,39,married,no,fixed,75,150,3000,0,500,1108
bad,1,rent,36,28,single,no,freelance,52,170,0,0,350,1500
good,2,parents,60,43,married,no,fixed,45,100,0,0,1500,1645
good,30,rent,60,50,married,no,freelance,68,225,10000,0,1300,1500
good,3,rent,60,41,married,yes,fixed,77,166,0,0,2200,2625
good,0,parents,36,27,single,no,fixed,45,200,5000,0,800,1456
good,10,owner,42,25,married,no,fixed,45,110,3000,0,1500,2178
good,4,rent,36,35,single,no,fixed,46,110,0,0,1000,1642
good,1,owner,60,31,married,no,partime,45,160,4000,300,1200,1265
good,13,parents,36,43,single,no,fixed,35,204,0,0,200,325
bad,4,parents,60,28,married,no,partime,45,135,0,0,1350,1471
good,1,parents,48,22,single,no,freelance,45,158,0,0,260,1440
good,8,owner,60,42,married,yes,freelance,75,290,10000,0,1200,2140
good,14,owner,60,41,married,no,fixed,60,100,6000,0,450,1377
good,6,owner,60,29,married,no,fixed,60,115,6000,2000,1250,1780
good,1,owner,18,27,married,no,partime,45,149,2000,0,700,818
good,16,owner,60,32,married,yes,fixed,75,143,4000,0,650,1017
good,10,parents,36,27,married,yes,fixed,60,150,0,0,1000,1788
good,11,parents,48,37,single,no,fixed,35,199,10000,0,1100,1212
good,40,rent,36,59,married,no,fixed,59,142,0,0,1000,1800
bad,13,owner,54,52,married,no,fixed,75,80,4000,0,1300,1394
bad,7,rent,36,25,married,no,fixed,69,93,0,0,250,400
good,3,parents,36,24,separated,no,fixed,45,113,0,0,850,940
good,13,parents,48,51,married,no,fixed,45,92,3000,500,1220,1433
good,7,owner,36,39,married,no,freelance,75,205,4000,0,1300,1439
good,7,owner,60,33,single,no,fixed,35,210,6000,0,1700,2414
good,4,owner,24,31,married,no,fixed,60,256,3000,0,600,1571
good,5,rent,36,30,married,no,freelance,101,260,0,0,1000,1500
good,7,owner,60,24,married,no,fixed,45,106,2500,0,1200,1258
good,10,owner,48,31,married,no,fixed,60,160,4500,0,450,1403
good,16,owner,60,39,married,no,fixed,60,148,3500,0,750,1346
good,2,owner,36,42,married,no,fixed,75,220,3500,0,1500,2195
good,6,owner,36,37,married,no,freelance,75,63,4000,50,800,1637
good,3,owner,36,38,married,no,fixed,75,106,8500,0,2375,2375
bad,16,owner,60,42,married,no,fixed,75,81,3500,0,870,873
bad,1,parents,60,23,single,no,fixed,35,100,0,0,1210,1450
bad,0,other,60,40,married,yes,fixed,75,260,2500,0,1500,1607
good,12,owner,24,36,married,no,fixed,60,243,6000,0,600,1376
good,1,rent,60,27,single,no,fixed,44,88,0,0,1000,1092
good,40,owner,24,60,married,no,freelance,75,186,8000,0,900,1307
good,30,owner,48,45,married,no,fixed,75,105,10000,2400,830,1128
good,5,owner,48,65,married,no,freelance,75,80,30000,2000,700,1698
good,10,priv,60,40,married,no,fixed,60,154,1500,0,825,1075
bad,13,rent,60,40,separated,no,freelance,64,35,2500,0,1920,1920
good,3,rent,48,33,married,no,fixed,66,63,2000,0,800,1298
bad,0,other,36,28,married,yes,others,45,297,8000,0,1360,1362
bad,1,rent,60,33,married,no,fixed,91,161,0,0,1700,1770
good,25,owner,36,51,separated,no,freelance,35,200,5000,0,1700,2022
good,11,priv,48,31,married,no,fixed,45,140,4000,0,700,1225
good,7,owner,12,36,married,no,fixed,90,125,20000,0,375,724
good,4,parents,24,23,single,no,fixed,35,78,3000,0,500,1346
bad,5,other,60,33,single,no,fixed,35,57,0,0,1000,1415
good,31,rent,60,51,married,yes,fixed,135,300,0,0,1000,1380
bad,0,other,60,31,married,no,freelance,60,NA,0,0,1400,1500
good,10,owner,36,32,married,no,freelance,75,202,2100,0,900,900
good,16,owner,48,50,married,no,fixed,90,175,21500,1950,1100,1639
good,19,owner,36,52,married,no,freelance,45,150,15000,0,1420,2220
good,0,parents,60,34,single,no,others,45,158,2000,0,1020,1600
bad,3,other,36,25,single,no,fixed,45,NA,0,0,900,1270
good,1,owner,48,28,married,no,partime,45,123,4000,1978,1100,1556
bad,1,rent,48,36,married,no,freelance,88,125,0,0,1500,1878
bad,0,owner,60,27,married,no,partime,45,113,3000,1500,1200,1532
good,2,owner,24,26,married,yes,freelance,45,167,4000,0,340,900
bad,4,rent,36,24,married,yes,fixed,75,148,0,0,900,1100
bad,0,priv,60,47,married,no,partime,75,156,2000,200,600,1556
good,13,owner,48,40,married,no,fixed,60,123,4000,0,900,1054
bad,1,owner,60,42,married,no,partime,120,143,5500,2000,1160,1285
bad,17,rent,48,52,married,no,fixed,93,180,0,0,1200,1338
bad,0,other,60,26,single,no,others,35,NA,0,0,1200,1571
good,5,rent,36,45,married,no,others,90,150,10000,0,1100,1556
good,17,owner,60,47,married,no,fixed,60,92,4500,0,1100,1194
good,8,owner,60,25,married,no,fixed,45,139,4000,1300,1450,1556
good,0,owner,60,50,married,no,fixed,75,250,15500,0,1000,1989
good,5,owner,6,44,married,no,fixed,75,315,13000,0,500,2624
bad,8,owner,36,48,married,yes,fixed,35,121,3000,0,400,925
good,3,owner,48,19,single,no,fixed,35,180,4000,0,800,1128
good,18,owner,48,48,married,yes,fixed,105,129,3000,0,780,2220
good,22,owner,60,46,married,no,fixed,90,214,8000,0,1120,1395
good,12,owner,60,50,married,no,fixed,45,99,5000,0,1100,1137
good,12,parents,36,30,married,no,freelance,75,110,0,0,800,875
bad,13,priv,60,30,married,yes,fixed,75,85,3500,0,1100,1417
good,3,owner,18,39,married,yes,fixed,90,138,7000,0,500,700
good,1,owner,60,27,married,no,fixed,60,93,4000,0,1000,1207
good,29,owner,60,52,married,no,fixed,75,100,3000,0,1100,1268
good,1,rent,48,42,married,no,freelance,76,160,0,0,1200,1326
bad,3,other,36,22,married,no,fixed,45,215,0,0,1470,1480
good,23,parents,60,43,single,no,fixed,35,90,3500,0,1050,1228
good,20,owner,36,36,married,no,fixed,90,464,5000,0,2000,2168
good,5,priv,60,23,married,no,fixed,35,167,7000,2160,1650,2100
good,3,rent,60,40,married,no,fixed,84,86,0,0,1000,1197
bad,1,priv,24,50,married,no,freelance,60,125,5000,3000,360,510
good,15,owner,36,52,married,no,fixed,105,274,8000,0,300,325
good,10,owner,36,38,married,no,fixed,75,135,5500,1440,690,1000
bad,0,parents,48,35,married,yes,fixed,60,300,0,0,1400,1748
bad,9,owner,60,34,married,yes,freelance,75,300,4000,300,1000,1392
good,9,rent,60,34,married,no,fixed,103,128,0,0,500,820
good,25,owner,18,49,married,no,freelance,90,90,4000,0,300,1275
bad,19,owner,60,37,single,yes,fixed,35,115,10000,6000,1500,1758
good,10,rent,60,33,married,no,fixed,56,107,0,0,600,1250
good,10,owner,60,34,married,no,freelance,75,300,11000,0,1000,1560
good,10,owner,48,42,married,no,freelance,105,230,30000,5000,1200,1570
good,4,owner,24,32,married,no,fixed,45,122,4000,1,500,1045
good,1,parents,36,19,single,no,partime,35,43,0,0,425,500
good,1,owner,48,45,married,no,freelance,90,250,4000,0,1700,1800
good,19,parents,12,41,married,no,freelance,90,190,500,0,500,1600
good,6,owner,60,25,married,no,freelance,45,100,3500,2500,950,1177
good,2,rent,48,19,single,no,freelance,60,246,20500,0,1370,1371
bad,11,rent,36,59,married,no,fixed,69,85,0,0,850,1100
good,20,rent,36,56,married,yes,fixed,77,173,0,0,1100,1256
good,18,rent,48,42,married,yes,freelance,75,150,0,0,1000,1469
bad,0,parents,60,38,married,no,partime,90,86,5000,0,1600,1682
good,0,parents,60,22,single,no,partime,45,183,4000,0,1150,1150
bad,1,rent,36,44,separated,no,others,55,100,0,0,675,675
good,1,owner,60,31,married,no,fixed,60,94,2500,0,900,1236
good,25,owner,48,49,married,no,fixed,60,150,6000,0,650,1265
good,15,rent,60,55,married,no,freelance,74,140,0,0,1000,1204
bad,21,rent,60,55,widow,no,fixed,56,107,0,0,1100,1353
good,10,priv,36,38,married,yes,fixed,60,117,4030,0,950,1330
good,12,owner,60,60,married,no,fixed,60,230,12000,0,950,1200
bad,10,rent,60,58,divorced,no,freelance,82,470,0,0,1350,1488
good,20,other,36,39,married,no,fixed,60,102,0,0,650,1695
good,10,owner,60,34,married,no,fixed,75,210,6000,0,900,1547
good,1,parents,60,21,single,no,partime,35,42,0,0,1100,1112
good,5,rent,60,37,single,no,fixed,48,130,0,0,600,1062
bad,2,priv,48,25,married,no,partime,45,90,3000,2000,800,1567
good,15,parents,36,39,single,no,fixed,60,120,0,0,900,900
good,1,parents,60,22,married,no,fixed,60,117,0,0,1100,1280
good,11,owner,30,35,married,no,fixed,75,160,4000,0,700,1340
good,3,rent,60,50,married,no,partime,69,90,0,0,1300,1490
bad,2,other,36,49,married,yes,others,45,50,0,0,1600,2640
good,15,owner,48,30,married,no,freelance,75,100,27000,5000,900,900
good,13,owner,60,32,married,no,fixed,75,182,5000,2500,1300,1569
bad,11,rent,60,37,single,yes,fixed,74,135,0,0,1400,1937
good,2,owner,60,24,married,no,partime,45,67,4100,2800,1400,1403
good,32,owner,24,63,married,no,freelance,45,NA,90000,0,1000,1501
bad,1,owner,60,25,married,no,partime,60,137,2700,1900,1150,1255
good,3,rent,54,23,married,no,fixed,59,140,0,0,1300,1345
bad,1,parents,60,22,single,no,fixed,35,85,0,0,1950,2134
good,37,owner,60,52,married,no,fixed,45,324,7000,0,1550,1590
bad,11,rent,18,39,married,yes,freelance,60,NA,0,0,250,400
bad,0,owner,60,29,married,yes,fixed,45,100,4500,0,1200,1406
bad,5,rent,60,43,single,no,freelance,39,42,0,0,1600,1872
good,4,owner,60,35,married,no,fixed,60,251,6500,4000,1000,1123
good,1,parents,60,27,single,no,fixed,35,180,0,0,1000,1067
bad,10,parents,60,34,married,yes,freelance,60,400,12000,0,2075,2253
good,20,rent,36,39,married,no,fixed,91,158,0,0,380,580
good,1,owner,36,51,married,no,fixed,75,300,6000,0,1450,1992
good,15,rent,12,35,separated,no,fixed,44,90,9000,0,400,1400
good,12,owner,60,33,married,yes,freelance,90,146,15000,0,1150,1284
good,0,owner,60,30,married,yes,fixed,75,255,4000,0,1500,1749
good,5,owner,60,25,single,no,freelance,35,250,14000,0,1400,2125
good,6,owner,60,53,married,no,freelance,45,50,16000,0,1000,1505
good,6,rent,60,26,married,no,fixed,60,150,0,0,1200,1376
good,1,owner,60,61,married,yes,freelance,45,NA,97000,2900,1200,2154
good,35,other,60,63,widow,no,fixed,35,190,0,0,750,1138
good,9,rent,60,30,married,no,fixed,63,178,0,0,1680,1931
good,12,owner,60,43,married,yes,fixed,75,254,14000,2900,1200,1698
good,20,rent,60,35,single,no,fixed,56,110,0,0,1000,1279
bad,15,owner,36,49,married,no,freelance,75,70,3572,1728,1650,2755
bad,3,rent,60,34,married,yes,fixed,85,100,0,0,1000,1600
good,2,owner,60,26,married,yes,fixed,60,137,4000,350,1200,2200
good,4,rent,42,41,married,no,freelance,90,NA,10000,0,1300,2260
good,10,owner,60,30,married,yes,fixed,60,242,7500,0,1550,1904
good,9,owner,60,51,married,no,fixed,90,85,4000,0,1380,1580
bad,35,owner,36,51,married,no,freelance,45,NA,11700,0,1300,2810
good,1,rent,36,40,married,no,fixed,58,125,0,0,700,700
good,30,parents,24,53,married,no,freelance,90,500,0,0,600,1100
good,12,other,60,33,married,no,fixed,60,140,0,0,1650,1910
bad,1,rent,60,24,married,no,fixed,52,70,0,0,1200,1360
good,3,rent,60,25,married,no,fixed,60,150,0,0,700,1030
bad,15,owner,36,44,married,yes,fixed,90,245,4000,0,375,460
good,2,owner,60,33,married,no,freelance,75,193,5000,0,1150,1339
good,4,parents,24,27,single,no,fixed,35,110,0,0,370,525
good,4,rent,60,24,married,no,fixed,52,70,0,0,1000,1315
good,2,rent,60,32,married,no,partime,87,115,2000,0,1250,1517
bad,6,parents,48,32,single,yes,fixed,35,85,0,0,1100,1330
good,6,rent,60,36,single,no,fixed,85,400,0,0,1000,1290
good,6,parents,60,27,single,no,fixed,35,130,0,0,1600,1900
good,15,rent,18,55,married,no,freelance,102,120,20000,0,1150,1366
good,1,rent,60,39,married,yes,fixed,130,250,0,0,1900,4063
good,16,owner,48,36,married,no,fixed,75,108,4000,0,500,1064
good,12,owner,60,38,married,no,freelance,75,225,4500,900,1000,1606
bad,2,owner,36,37,married,no,partime,105,300,5000,0,1000,1570
good,20,owner,60,36,married,no,fixed,75,250,2500,0,1350,1381
good,2,owner,24,49,single,no,freelance,35,150,32000,0,800,816
bad,4,owner,48,27,married,no,freelance,75,NA,3000,2000,900,1150
bad,15,rent,60,37,married,yes,fixed,107,319,0,0,1800,2215
bad,20,rent,60,49,married,no,fixed,85,100,0,0,1420,1586
good,4,rent,12,28,single,no,fixed,40,51,0,0,300,1469
good,12,owner,60,27,married,no,fixed,45,145,3500,0,1000,1556
good,10,rent,48,47,single,no,fixed,52,168,6000,0,850,1720
good,1,rent,60,44,married,no,fixed,65,54,0,0,1550,1650
good,3,rent,48,29,married,no,fixed,85,100,0,0,1000,1191
good,12,parents,60,35,married,no,fixed,60,115,0,0,1000,1127
bad,0,owner,24,47,separated,no,freelance,35,NA,20000,4000,900,1100
good,10,owner,48,31,married,no,fixed,60,180,7500,1200,1000,1480
bad,3,parents,60,23,single,no,fixed,35,63,0,0,800,1258
good,5,owner,48,46,married,no,fixed,60,130,4000,0,950,1544
good,20,owner,60,50,married,no,fixed,60,170,6000,0,1300,1404
good,3,owner,48,26,single,no,fixed,35,157,7000,0,1200,2053
bad,0,other,36,36,single,no,freelance,35,NA,0,0,1250,1575
bad,9,owner,60,28,married,no,fixed,90,64,1750,0,1055,1430
bad,0,other,60,36,married,no,partime,45,NA,0,0,1400,1409
good,0,owner,48,61,widow,no,others,35,35,4000,200,650,962
good,15,other,24,46,married,no,fixed,75,150,18000,0,1400,1400
good,4,owner,12,25,married,no,fixed,45,65,2000,0,350,1571
good,5,parents,36,22,single,no,fixed,35,100,0,0,1000,1200
good,11,rent,60,38,married,no,fixed,91,160,0,0,600,1200
bad,20,other,60,57,married,no,others,60,215,11000,0,1600,1842
good,4,owner,48,26,married,no,fixed,75,112,4000,0,750,841
bad,2,other,60,24,married,no,partime,45,126,0,0,1450,1585
good,14,owner,60,51,married,no,fixed,90,150,3500,0,950,957
good,4,owner,24,26,single,no,fixed,35,136,2500,0,450,950
good,10,owner,60,46,widow,no,freelance,45,123,3500,0,1100,1375
bad,12,owner,60,37,married,no,fixed,90,80,5000,0,1600,1800
good,6,owner,48,55,married,no,freelance,45,72,16000,0,1760,2212
good,14,priv,60,38,married,no,fixed,60,110,8000,400,450,1133
bad,5,rent,60,24,married,no,fixed,56,111,0,0,1000,1570
bad,5,parents,36,27,single,no,partime,35,60,0,0,500,1569
bad,0,other,48,43,married,no,fixed,75,NA,0,0,1400,1590
bad,0,other,60,52,married,yes,fixed,45,NA,0,0,1400,1734
bad,30,owner,18,57,married,yes,freelance,75,290,NA,0,350,450
bad,1,priv,48,36,single,yes,fixed,35,173,7700,0,1000,2008
good,20,owner,18,62,married,no,fixed,60,125,5000,0,500,1150
good,2,parents,24,19,single,no,partime,35,60,0,0,530,630
good,0,priv,60,32,married,no,partime,75,160,6000,0,1200,1571
bad,3,rent,48,43,married,no,partime,73,126,0,0,1300,1770
good,6,owner,36,34,married,yes,fixed,60,148,9000,4090,500,1600
good,11,owner,48,34,married,no,fixed,75,170,3500,435,1500,1627
good,6,rent,24,34,married,no,fixed,68,230,0,0,500,1094
good,9,owner,60,30,married,no,freelance,60,166,4000,1500,1350,1570
bad,9,owner,60,40,separated,yes,fixed,35,67,1600,0,800,935
bad,2,rent,60,42,single,yes,fixed,35,NA,0,0,1900,2259
good,18,owner,36,49,married,no,fixed,60,80,15000,0,800,1419
