"state" "account_length" "area_code" "international_plan" "voice_mail_plan" "number_vmail_messages" "total_day_minutes" "total_day_calls" "total_day_charge" "total_eve_minutes" "total_eve_calls" "total_eve_charge" "total_night_minutes" "total_night_calls" "total_night_charge" "total_intl_minutes" "total_intl_calls" "total_intl_charge" "number_customer_service_calls" "churn"
"191" "UT" 102 "area_code_510" "no" "yes" 45 129.2 142 21.96 239.4 114 20.35 223.4 66 10.05 8.7 4 2.35 0 "no"
"192" "VA" 71 "area_code_415" "no" "yes" 49 174 122 29.58 168.6 85 14.33 132.1 120 5.94 7.8 4 2.11 1 "no"
"193" "TX" 104 "area_code_415" "no" "no" 0 261.2 81 44.4 209.1 130 17.77 281.1 121 12.65 11.3 1 3.05 2 "yes"
"194" "TN" 96 "area_code_415" "no" "no" 0 264.6 117 44.98 264.1 121 22.45 77.1 89 3.47 8.1 4 2.19 0 "no"
"195" "PA" 90 "area_code_408" "no" "no" 0 160.9 97 27.35 136.4 46 11.59 209 121 9.4 9.1 4 2.46 2 "no"
"196" "CT" 106 "area_code_510" "no" "yes" 36 124.8 93 21.22 241.7 83 20.54 219 110 9.86 11.3 3 3.05 1 "no"
"197" "DE" 148 "area_code_510" "no" "no" 0 230.6 92 39.2 185.6 97 15.78 183.2 79 8.24 6.2 4 1.67 2 "no"
"198" "IN" 66 "area_code_408" "no" "no" 0 241.7 112 41.09 251.6 78 21.39 105 82 4.72 11.3 2 3.05 2 "no"
"199" "UT" 95 "area_code_408" "no" "yes" 35 229.1 143 38.95 148.2 104 12.6 248.4 110 11.18 3.9 3 1.05 0 "no"
"200" "OK" 127 "area_code_408" "no" "no" 0 212.9 92 36.19 260.1 124 22.11 177.6 85 7.99 8.6 2 2.32 2 "no"
"201" "NH" 79 "area_code_408" "no" "yes" 30 124.8 99 21.22 207.6 142 17.65 175 95 7.88 4.6 3 1.24 1 "no"
"202" "MO" 83 "area_code_510" "no" "no" 0 133.9 82 22.76 169.6 105 14.42 222.8 114 10.03 11.7 4 3.16 0 "no"
"203" "NV" 83 "area_code_510" "no" "yes" 31 129.8 87 22.07 183.4 110 15.59 169.4 40 7.62 14.3 6 3.86 1 "no"
"204" "SC" 136 "area_code_415" "no" "no" 0 88.5 112 15.05 279.5 98 23.76 278 69 12.51 7.5 12 2.03 1 "no"
"205" "HI" 17 "area_code_408" "no" "no" 0 168.5 102 28.65 297.2 130 25.26 244.7 117 11.01 8.8 6 2.38 3 "no"
"206" "DC" 165 "area_code_415" "yes" "no" 0 81.4 110 13.84 263.7 150 22.41 219.7 107 9.89 12.2 3 3.29 1 "no"
"207" "OK" 149 "area_code_510" "no" "no" 0 117.2 99 19.92 227.7 74 19.35 221.7 141 9.98 9 7 2.43 1 "no"
"208" "ME" 79 "area_code_510" "yes" "no" 0 300.4 113 51.07 210.8 93 17.92 173.4 121 7.8 11.9 3 3.21 2 "yes"
"209" "AZ" 94 "area_code_415" "no" "no" 0 195.1 105 33.17 272.4 100 23.15 142.7 102 6.42 11.5 16 3.11 1 "no"
"210" "MN" 93 "area_code_415" "no" "no" 0 172 80 29.24 219.1 76 18.62 169.8 108 7.64 10.3 3 2.78 0 "no"
"211" "WY" 109 "area_code_415" "yes" "yes" 46 165.2 85 28.08 136 92 11.56 184.8 100 8.32 11.9 5 3.21 1 "no"
"212" "WA" 106 "area_code_415" "no" "no" 0 149.7 114 25.45 104.5 72 8.88 227.9 87 10.26 9 2 2.43 2 "no"
"213" "AL" 92 "area_code_408" "no" "no" 0 185.8 61 31.59 118.1 131 10.04 257.5 70 11.59 11.8 4 3.19 1 "no"
"214" "WA" 93 "area_code_415" "no" "no" 0 214.4 112 36.45 261.5 97 22.23 280.8 112 12.64 14.8 3 4 0 "yes"
"215" "NM" 124 "area_code_408" "no" "no" 0 244.6 91 41.58 125.1 70 10.63 303.4 104 13.65 12 5 3.24 0 "no"
"216" "MA" 117 "area_code_408" "no" "no" 0 302.6 83 51.44 167.1 106 14.2 209.8 79 9.44 10.4 7 2.81 1 "yes"
"217" "ME" 163 "area_code_415" "no" "yes" 30 195.2 123 33.18 126.4 115 10.74 221 90 9.95 9 5 2.43 5 "yes"
"218" "SD" 87 "area_code_510" "yes" "no" 0 207.8 113 35.33 182.2 129 15.49 163.4 98 7.35 13 3 3.51 1 "no"
"219" "LA" 59 "area_code_415" "no" "no" 0 119 119 20.23 134.5 115 11.43 298.6 75 13.44 9 6 2.43 2 "yes"
"220" "HI" 103 "area_code_415" "no" "no" 0 245.8 116 41.79 135.4 97 11.51 190.9 73 8.59 9.9 7 2.67 1 "no"
"221" "FL" 101 "area_code_408" "no" "no" 0 131 148 22.27 237.7 126 20.2 281.3 111 12.66 12.6 4 3.4 3 "no"
"222" "WI" 72 "area_code_415" "no" "no" 0 129.8 106 22.07 188.7 138 16.04 212.5 116 9.56 8.3 4 2.24 4 "yes"
"223" "SD" 108 "area_code_510" "yes" "no" 0 275.9 84 46.9 203 91 17.26 211.4 108 9.51 6.7 4 1.81 2 "yes"
"224" "NH" 80 "area_code_510" "no" "no" 0 213.3 124 36.26 189.6 86 16.12 193.7 107 8.72 12.1 2 3.27 1 "no"
"225" "NJ" 117 "area_code_415" "no" "no" 0 128.6 92 21.86 191.7 61 16.29 121.7 117 5.48 12.4 9 3.35 2 "no"
"226" "ND" 51 "area_code_510" "no" "no" 0 95.3 103 16.2 189.3 116 16.09 238.7 110 10.74 13.6 4 3.67 1 "no"
"227" "MN" 126 "area_code_415" "no" "no" 0 152.4 94 25.91 166.2 91 14.13 199.2 84 8.96 10.2 1 2.75 1 "no"
"228" "VT" 149 "area_code_415" "no" "no" 0 194.9 108 33.13 187.1 102 15.9 174.9 168 7.87 8.2 4 2.21 4 "no"
"229" "MA" 158 "area_code_415" "no" "no" 0 214.7 112 36.5 262.9 115 22.35 228.9 68 10.3 11.6 2 3.13 1 "no"
"230" "WV" 66 "area_code_415" "no" "no" 0 180.4 99 30.67 135.1 114 11.48 206 98 9.27 9.5 6 2.57 1 "no"
"231" "MI" 82 "area_code_415" "no" "no" 0 164.1 84 27.9 317.7 109 27 241.5 87 10.87 13.3 4 3.59 1 "no"
"232" "RI" 127 "area_code_510" "no" "no" 0 211.1 62 35.89 235.2 143 19.99 227.5 66 10.24 15.6 3 4.21 2 "no"
"233" "NY" 108 "area_code_415" "no" "yes" 19 312.4 98 53.11 271.4 122 23.07 162.6 91 7.32 10.1 6 2.73 0 "no"
"234" "SD" 106 "area_code_408" "no" "yes" 27 223.3 97 37.96 212.5 131 18.06 154.6 149 6.96 11.6 2 3.13 1 "no"
"235" "WA" 62 "area_code_415" "no" "no" 0 166.9 76 28.37 223.6 113 19.01 188.9 87 8.5 14.2 5 3.83 1 "no"
"236" "KS" 48 "area_code_408" "no" "yes" 26 192.9 60 32.79 179.2 87 15.23 185.5 137 8.35 18.7 7 5.05 0 "no"
"237" "NV" 58 "area_code_415" "no" "yes" 28 236.8 89 40.26 158.4 91 13.46 212.3 97 9.55 8 3 2.16 2 "no"
"238" "DC" 138 "area_code_415" "no" "no" 0 149.7 99 25.45 160 97 13.6 256.5 161 11.54 9.5 5 2.57 1 "no"
"239" "AR" 81 "area_code_415" "no" "yes" 17 268.1 94 45.58 156.1 124 13.27 160.4 90 7.22 13.6 5 3.67 2 "no"
"240" "CO" 36 "area_code_415" "yes" "no" 0 245 119 41.65 195.5 91 16.62 165.7 87 7.46 7.8 7 2.11 1 "no"
"241" "CA" 90 "area_code_510" "no" "yes" 22 187.9 121 31.94 209.9 101 17.84 256.7 102 11.55 10.4 5 2.81 2 "no"
"242" "OK" 177 "area_code_415" "no" "yes" 21 234 108 39.78 238 61 20.23 201.9 125 9.09 8.8 4 2.38 0 "no"
"243" "DC" 108 "area_code_510" "yes" "yes" 36 153.8 105 26.15 246.2 62 20.93 150.9 125 6.79 11.1 4 3 1 "no"
"244" "VA" 25 "area_code_415" "yes" "no" 0 211.7 51 35.99 225.2 74 19.14 197.4 95 8.88 12 3 3.24 0 "no"
"245" "FL" 133 "area_code_408" "no" "yes" 49 229.4 78 39 219.5 106 18.66 172.3 115 7.75 12 4 3.24 3 "no"
"246" "GA" 90 "area_code_415" "no" "no" 0 68.8 124 11.7 168.1 106 14.29 281.7 96 12.68 9.8 5 2.65 1 "no"
"247" "CT" 94 "area_code_415" "no" "no" 0 200.2 113 34.03 128.9 116 10.96 278.9 109 12.55 10.4 5 2.81 0 "no"
"248" "IL" 68 "area_code_415" "no" "no" 0 134.6 73 22.88 206.8 117 17.58 138.4 104 6.23 9.4 2 2.54 2 "no"
"249" "WA" 171 "area_code_415" "no" "no" 0 232.4 101 39.51 182 80 15.47 271.8 133 12.23 9.5 3 2.57 0 "no"
"250" "MN" 122 "area_code_415" "no" "no" 0 126 89 21.42 147 95 12.5 280.2 97 12.61 5.6 4 1.51 0 "no"
"251" "NV" 94 "area_code_510" "no" "no" 0 175.9 121 29.9 222.1 94 18.88 191.8 123 8.63 10.9 5 2.94 1 "no"
"252" "UT" 25 "area_code_415" "yes" "no" 0 161.7 99 27.49 216.1 89 18.37 176.7 115 7.95 12.4 6 3.35 1 "no"
"253" "MS" 120 "area_code_415" "no" "no" 0 112.6 80 19.14 124.4 86 10.57 234.9 88 10.57 8.1 3 2.19 6 "yes"
"254" "OH" 107 "area_code_415" "no" "yes" 26 234 116 39.78 223.9 103 19.03 246.5 105 11.09 13.8 1 3.73 1 "no"
"255" "WV" 78 "area_code_408" "no" "no" 0 226.3 88 38.47 306.2 81 26.03 200.9 120 9.04 7.8 11 2.11 1 "yes"
"256" "UT" 93 "area_code_415" "no" "no" 0 174.1 127 29.6 176.8 73 15.03 240 111 10.8 10.7 3 2.89 0 "no"
"257" "CT" 80 "area_code_415" "no" "no" 0 195.6 111 33.25 221.5 122 18.83 182 89 8.19 10.8 1 2.92 1 "no"
"258" "NH" 127 "area_code_415" "no" "no" 0 200.8 104 34.14 181.4 73 15.42 89.7 49 4.04 9.7 5 2.62 0 "no"
"259" "DE" 82 "area_code_415" "yes" "yes" 41 116.9 74 19.87 228.2 115 19.4 251.4 89 11.31 9.9 8 2.67 1 "no"
"260" "DE" 44 "area_code_415" "no" "no" 0 225.6 118 38.35 135.4 122 11.51 190.1 96 8.55 12.1 5 3.27 1 "no"
"261" "CO" 69 "area_code_408" "no" "yes" 38 272.9 122 46.39 188.4 97 16.01 132.4 87 5.96 10.5 3 2.84 2 "no"
"262" "FL" 89 "area_code_510" "no" "no" 0 215.9 106 36.7 211.1 89 17.94 252.9 106 11.38 8.8 4 2.38 0 "no"
"263" "ID" 69 "area_code_510" "yes" "no" 0 199.7 121 33.95 189.4 92 16.1 264 120 11.88 11.1 4 3 6 "yes"
"264" "DE" 64 "area_code_415" "no" "yes" 31 281.9 121 47.92 240.6 104 20.45 212.2 120 9.55 7 5 1.89 3 "no"
"265" "PA" 167 "area_code_415" "yes" "no" 0 181.2 122 30.8 262.5 77 22.31 214 88 9.63 8.4 4 2.27 0 "no"
"266" "NJ" 139 "area_code_415" "no" "no" 0 63.3 116 10.76 177.3 113 15.07 171.6 82 7.72 14.2 4 3.83 1 "no"
"267" "DC" 41 "area_code_510" "no" "no" 0 208 83 35.36 199.4 110 16.95 173.5 91 7.81 14.9 3 4.02 1 "no"
"268" "MO" 104 "area_code_510" "no" "no" 0 189.3 73 32.18 156.2 120 13.28 232.2 76 10.45 7.5 8 2.03 3 "no"
"269" "WA" 166 "area_code_510" "no" "no" 0 156.8 100 26.66 171.5 93 14.58 149.1 97 6.71 11.2 10 3.02 1 "yes"
"270" "AK" 68 "area_code_415" "no" "no" 0 172.3 135 29.29 190.2 93 16.17 297.6 84 13.39 10.4 2 2.81 1 "no"
"271" "OK" 78 "area_code_510" "no" "no" 0 140 84 23.8 216.8 73 18.43 224.5 102 10.1 9 6 2.43 2 "no"
"272" "RI" 60 "area_code_415" "no" "no" 0 221 94 37.57 308.2 72 26.2 233.2 94 10.49 10.1 5 2.73 1 "yes"
"273" "OH" 184 "area_code_415" "no" "no" 0 167.2 133 28.42 162.1 123 13.78 156.9 81 7.06 9.5 4 2.57 1 "no"
"274" "MS" 171 "area_code_510" "yes" "no" 0 191.6 83 32.57 181.1 103 15.39 195.3 73 8.79 8.6 3 2.32 3 "no"
"275" "AZ" 68 "area_code_408" "no" "no" 0 172.5 115 29.33 221.9 126 18.86 170.9 98 7.69 6.8 8 1.84 4 "no"
"276" "VA" 88 "area_code_415" "no" "no" 0 294.3 83 50.03 172.1 104 14.63 177.3 105 7.98 5.8 7 1.57 2 "yes"
"277" "AL" 130 "area_code_408" "no" "no" 0 289.1 79 49.15 150.1 106 12.76 163.4 98 7.35 13.5 4 3.65 1 "no"
"278" "IL" 156 "area_code_415" "no" "no" 0 162.6 113 27.64 260.2 90 22.12 214.7 93 9.66 10.9 2 2.94 0 "no"
"279" "MS" 92 "area_code_510" "no" "yes" 27 233.6 126 39.71 152.9 94 13 262.1 95 11.79 12.8 4 3.46 1 "no"
"280" "MN" 151 "area_code_415" "no" "yes" 31 240.7 102 40.92 106.5 96 9.05 195.7 128 8.81 10.6 2 2.86 2 "no"
"281" "OK" 78 "area_code_415" "no" "no" 0 290.5 119 49.39 158.4 75 13.46 255.6 101 11.5 8.6 6 2.32 2 "yes"
"282" "TN" 102 "area_code_415" "no" "no" 0 183.2 112 31.14 187.5 113 15.94 232.3 77 10.45 9.2 5 2.48 1 "yes"
"283" "WV" 131 "area_code_408" "no" "no" 0 155.6 78 26.45 165.2 134 14.04 184.1 89 8.28 8.7 2 2.35 2 "no"
"284" "TN" 127 "area_code_415" "yes" "no" 0 220.7 100 37.52 170.2 89 14.47 278.4 73 12.53 15 4 4.05 3 "yes"
"285" "FL" 100 "area_code_415" "no" "no" 0 303 93 51.51 175.6 89 14.93 135.2 102 6.08 10.4 5 2.81 1 "yes"
"286" "NH" 94 "area_code_415" "no" "no" 0 114.4 115 19.45 183.9 79 15.63 205.2 78 9.23 5.9 2 1.59 3 "no"
"287" "NY" 81 "area_code_408" "no" "yes" 36 164.8 106 28.02 210.2 138 17.87 173.6 78 7.81 4.3 2 1.16 2 "no"
"288" "OH" 160 "area_code_415" "no" "no" 0 237.1 126 40.31 238.4 127 20.26 181.3 100 8.16 10.7 8 2.89 2 "no"
"289" "NE" 100 "area_code_415" "no" "no" 0 220.3 106 37.45 126.1 124 10.72 242 67 10.89 10.2 1 2.75 3 "no"
"290" "WV" 78 "area_code_510" "no" "yes" 26 189 98 32.13 191.7 67 16.29 217 68 9.76 11.3 3 3.05 0 "no"
"291" "NV" 139 "area_code_510" "yes" "no" 0 172.6 92 29.34 281.7 123 23.94 253.4 117 11.4 10.5 3 2.84 3 "no"
"292" "CT" 88 "area_code_415" "no" "no" 0 168.8 141 28.7 211.5 129 17.98 86.9 92 3.91 10.5 7 2.84 3 "no"
"293" "KS" 152 "area_code_408" "no" "yes" 39 243.1 137 41.33 236.7 103 20.12 191.2 118 8.6 9.9 3 2.67 1 "no"
"294" "VA" 144 "area_code_415" "no" "no" 0 97.9 119 16.64 171.3 88 14.56 169.9 83 7.65 7.4 4 2 0 "no"
"295" "ID" 45 "area_code_510" "yes" "yes" 40 179 114 30.43 272.6 99 23.17 67.1 80 3.02 10.8 3 2.92 3 "no"
"296" "NH" 127 "area_code_415" "yes" "no" 0 324.3 107 55.13 141.6 90 12.04 207.6 90 9.34 12.8 7 3.46 1 "yes"
"297" "ND" 102 "area_code_510" "no" "no" 0 69.7 85 11.85 226.5 107 19.25 128.5 104 5.78 11.1 2 3 2 "no"
"298" "AR" 49 "area_code_408" "yes" "yes" 32 176.9 118 30.07 227 121 19.3 204.4 115 9.2 15.1 3 4.08 3 "yes"
"299" "MA" 36 "area_code_415" "no" "no" 0 140.4 117 23.87 204.5 121 17.38 251.3 79 11.31 8.7 4 2.35 2 "no"
"300" "WI" 13 "area_code_510" "no" "no" 0 167.4 117 28.46 223.5 102 19 215.8 108 9.71 9 3 2.43 1 "no"
"301" "AL" 151 "area_code_408" "no" "yes" 27 166.4 112 28.29 234.3 116 19.92 161.1 95 7.25 5.5 2 1.49 0 "no"
"302" "WV" 111 "area_code_408" "no" "no" 0 171.5 108 29.16 204.4 106 17.37 238.8 90 10.75 10.7 4 2.89 3 "no"
"303" "CO" 135 "area_code_415" "yes" "no" 0 177.2 151 30.12 209.3 83 17.79 236.3 114 10.63 11.1 5 3 2 "no"
"304" "VA" 114 "area_code_415" "no" "yes" 34 114.5 64 19.47 229.3 84 19.49 288.8 68 13 10.4 16 2.81 0 "no"
"305" "NH" 122 "area_code_415" "no" "yes" 34 205.1 123 34.87 203.3 123 17.28 126.7 106 5.7 10.7 1 2.89 2 "no"
"306" "TN" 89 "area_code_415" "no" "no" 0 208.4 112 35.43 189.5 116 16.11 264.4 101 11.9 16.8 1 4.54 0 "yes"
"307" "UT" 96 "area_code_415" "no" "no" 0 125.8 102 21.39 244.4 111 20.77 167.7 90 7.55 9 2 2.43 2 "no"
"308" "MA" 106 "area_code_408" "no" "no" 0 186.2 97 31.65 257.7 89 21.9 164.3 106 7.39 11 4 2.97 2 "no"
"309" "KY" 122 "area_code_415" "no" "no" 0 128.9 136 21.91 244.4 133 20.77 148.7 133 6.69 10.7 5 2.89 0 "no"
"310" "WY" 87 "area_code_415" "no" "yes" 16 257.4 91 43.76 232 101 19.72 143.2 73 6.44 14.7 2 3.97 1 "no"
"311" "DE" 145 "area_code_415" "no" "no" 0 189.3 113 32.18 203.7 92 17.31 218.3 103 9.82 14.2 3 3.83 5 "no"
"312" "MI" 136 "area_code_415" "no" "yes" 24 50.1 134 8.52 295.8 89 25.14 111.8 115 5.03 11 6 2.97 0 "no"
"313" "WY" 111 "area_code_408" "no" "no" 0 165.5 72 28.14 228.9 73 19.46 169.7 103 7.64 9.7 6 2.62 2 "no"
"314" "MN" 167 "area_code_415" "yes" "no" 0 143.7 108 24.43 75.6 111 6.43 217.9 99 9.81 9.9 4 2.67 0 "no"
"315" "WY" 88 "area_code_408" "no" "no" 0 166.4 97 28.29 186.7 118 15.87 251.6 89 11.32 14.5 4 3.92 0 "no"
"316" "NY" 131 "area_code_415" "no" "no" 0 264.2 118 44.91 180 89 15.3 223.9 104 10.08 10.7 1 2.89 2 "no"
"317" "NH" 90 "area_code_408" "no" "no" 0 192.1 80 32.66 269.3 125 22.89 259.6 97 11.68 11.7 4 3.16 2 "no"
"318" "DE" 95 "area_code_415" "no" "no" 0 145.4 98 24.72 334.1 109 28.4 209.8 72 9.44 8.8 2 2.38 1 "no"
"319" "NJ" 42 "area_code_408" "no" "yes" 16 240.8 80 40.94 212.6 121 18.07 271.7 138 12.23 9.4 4 2.54 1 "no"
"320" "IA" 69 "area_code_510" "no" "no" 0 170.7 98 29.02 111.6 109 9.49 171.5 107 7.72 4.8 7 1.3 3 "no"
"321" "OR" 99 "area_code_408" "no" "no" 0 221 118 37.57 138.8 104 11.8 198.6 96 8.94 12.1 4 3.27 0 "no"
"322" "PA" 72 "area_code_415" "no" "no" 0 180 109 30.6 292.7 96 24.88 194.9 114 8.77 10.8 4 2.92 0 "no"
"323" "MI" 88 "area_code_415" "no" "yes" 14 298.8 92 50.8 207.3 86 17.62 257.9 65 11.61 11.9 4 3.21 5 "no"
"324" "FL" 113 "area_code_415" "no" "no" 0 317.1 97 53.91 224.8 70 19.11 215.1 90 9.68 13.6 2 3.67 1 "yes"
"325" "PA" 142 "area_code_408" "yes" "yes" 23 102.2 103 17.37 229.7 110 19.52 176.3 100 7.93 9 4 2.43 1 "no"
"326" "WV" 3 "area_code_408" "no" "no" 0 182.9 87 31.09 172.1 103 14.63 233.1 89 10.49 12.1 3 3.27 4 "no"
"327" "NE" 23 "area_code_415" "no" "no" 0 155.6 122 26.45 223.8 82 19.02 50.9 130 2.29 10.6 3 2.86 4 "yes"
"328" "WI" 75 "area_code_415" "no" "no" 0 184.8 126 31.42 198.6 103 16.88 103 90 4.64 8.3 3 2.24 1 "no"
"329" "FL" 151 "area_code_415" "no" "no" 0 175.7 91 29.87 152.3 127 12.95 140 88 6.3 10.7 10 2.89 1 "no"
"330" "TX" 91 "area_code_415" "no" "no" 0 251.5 57 42.76 179.1 113 15.22 163.2 72 7.34 6.6 3 1.78 1 "no"
"331" "MS" 78 "area_code_510" "no" "no" 0 131.6 102 22.37 290.4 134 24.68 190.5 95 8.57 0 0 0 3 "no"
"332" "FL" 98 "area_code_408" "no" "no" 0 92.3 128 15.69 250.1 89 21.26 211.9 110 9.54 10.8 16 2.92 3 "no"
"333" "WV" 166 "area_code_408" "no" "yes" 41 196.7 109 33.44 124.3 107 10.57 198.3 94 8.92 11 5 2.97 5 "yes"
"334" "SC" 78 "area_code_415" "no" "no" 0 131.4 98 22.34 189.9 95 16.14 147.4 83 6.63 11.2 2 3.02 2 "no"
"335" "GA" 69 "area_code_408" "no" "no" 0 215.9 122 36.7 270.3 114 22.98 301.8 129 13.58 6.1 5 1.65 4 "yes"
"336" "GA" 122 "area_code_408" "no" "no" 0 158.2 95 26.89 178.5 113 15.17 154.3 76 6.94 8.5 5 2.3 2 "no"
"337" "MT" 138 "area_code_415" "no" "no" 0 216 106 36.72 207.6 110 17.65 180 102 8.1 11.2 4 3.02 0 "no"
"338" "HI" 19 "area_code_510" "no" "yes" 34 206.4 111 35.09 229.7 118 19.52 156.7 81 7.05 11.8 10 3.19 3 "no"
"339" "HI" 141 "area_code_510" "no" "no" 0 138.2 94 23.49 176.4 84 14.99 182.9 110 8.23 11.1 6 3 3 "no"
"340" "MA" 79 "area_code_408" "no" "yes" 27 192.3 125 32.69 147.3 108 12.52 215 97 9.67 7.8 4 2.11 1 "no"
"341" "NH" 171 "area_code_415" "no" "no" 0 262.1 78 44.56 171.6 113 14.59 208.7 100 9.39 5.3 3 1.43 0 "no"
"342" "AL" 51 "area_code_415" "no" "no" 0 41.2 106 7 210.6 82 17.9 220.1 115 9.9 12.4 3 3.35 0 "no"
"343" "AZ" 114 "area_code_510" "no" "no" 0 326.1 119 55.44 161 105 13.69 220.1 129 9.9 11 3 2.97 1 "yes"
"344" "NC" 98 "area_code_510" "no" "no" 0 167 60 28.39 125.1 65 10.63 262.5 100 11.81 8.9 2 2.4 1 "no"
"345" "MT" 94 "area_code_510" "no" "no" 0 210.2 95 35.73 191.2 87 16.25 150.8 111 6.79 9.4 3 2.54 2 "no"
"346" "NV" 100 "area_code_415" "no" "yes" 39 204.9 74 34.83 210.2 80 17.87 168.8 89 7.6 11.2 4 3.02 2 "no"
"347" "SC" 125 "area_code_510" "no" "no" 0 184.1 105 31.3 126.7 123 10.77 241.5 94 10.87 4.7 6 1.27 1 "no"
"348" "VA" 81 "area_code_510" "no" "no" 0 263.8 84 44.85 162.8 107 13.84 149.7 94 6.74 8.7 6 2.35 2 "no"
"349" "AR" 154 "area_code_408" "no" "no" 0 283.6 115 48.21 181.3 103 15.41 306.1 60 13.77 8.8 5 2.38 0 "yes"
"350" "DC" 91 "area_code_408" "no" "no" 0 167.5 77 28.48 175.2 113 14.89 233.5 85 10.51 16.1 5 4.35 2 "no"
"351" "RI" 94 "area_code_415" "no" "no" 0 142.3 50 24.19 231.5 142 19.68 205.6 79 9.25 5.5 3 1.49 1 "no"
"352" "WV" 57 "area_code_415" "no" "no" 0 167.1 103 28.41 188.4 112 16.01 111.4 74 5.01 9.1 2 2.46 1 "no"
"353" "ME" 140 "area_code_510" "no" "no" 0 148.3 86 25.21 184.2 151 15.66 179.1 83 8.06 10.9 4 2.94 0 "no"
"354" "AL" 64 "area_code_510" "no" "no" 0 297.8 88 50.63 196 89 16.66 213.7 107 9.62 12 2 3.24 1 "yes"
"355" "NC" 52 "area_code_408" "yes" "no" 0 144.5 60 24.57 296.5 129 25.2 194.3 117 8.74 12.4 3 3.35 1 "no"
"356" "MT" 117 "area_code_415" "no" "no" 0 233.4 71 39.68 296.4 76 25.19 276.9 103 12.46 10.3 1 2.78 0 "yes"
"357" "TN" 119 "area_code_415" "no" "no" 0 130.5 98 22.19 249.5 91 21.21 219.9 117 9.9 12.7 1 3.43 3 "no"
"358" "LA" 85 "area_code_510" "no" "no" 0 133.3 107 22.66 185 101 15.73 289 99 13.01 9.1 4 2.46 3 "no"
"359" "SC" 92 "area_code_510" "no" "no" 0 183.7 103 31.23 270.6 97 23 132.9 104 5.98 11.2 2 3.02 0 "no"
"360" "IN" 116 "area_code_415" "no" "no" 0 271 114 46.07 209.9 71 17.84 193.5 109 8.71 13.7 2 3.7 5 "yes"
"361" "IA" 163 "area_code_510" "no" "no" 0 122.5 70 20.83 221.4 92 18.82 187.5 88 8.44 10.4 6 2.81 0 "no"
"362" "NJ" 88 "area_code_510" "no" "no" 0 143.3 97 24.36 170.7 81 14.51 195.3 89 8.79 11.4 5 3.08 2 "no"
"363" "AK" 83 "area_code_415" "no" "no" 0 182.5 85 31.03 181.5 114 15.43 199.1 110 8.96 14.7 6 3.97 1 "no"
"364" "GA" 117 "area_code_510" "no" "no" 0 110.4 122 18.77 242.9 103 20.65 170.4 75 7.67 13.9 5 3.75 1 "no"
"365" "LA" 90 "area_code_408" "no" "no" 0 140.8 109 23.94 303 114 25.76 267.4 112 12.03 14.1 1 3.81 0 "no"
"366" "MI" 137 "area_code_415" "no" "no" 0 137.5 102 23.38 176 98 14.96 210.6 88 9.48 10.4 6 2.81 0 "no"
"367" "FL" 112 "area_code_415" "no" "no" 0 115.9 81 19.7 199.7 100 16.97 249.3 111 11.22 10 4 2.7 1 "no"
"368" "UT" 52 "area_code_408" "no" "no" 0 288.2 108 48.99 129.6 136 11.02 229.6 73 10.33 9.6 5 2.59 4 "no"
"369" "MT" 173 "area_code_510" "no" "yes" 20 60.2 100 10.23 118.1 76 10.04 230.1 131 10.35 13.3 4 3.59 1 "no"
"370" "OR" 3 "area_code_510" "no" "no" 0 125.5 100 21.34 266.2 78 22.63 270.4 119 12.17 5.9 6 1.59 3 "yes"
"371" "AL" 120 "area_code_415" "no" "yes" 27 179.6 142 30.53 262.8 103 22.34 239.9 81 10.8 11.1 2 3 1 "no"
"372" "AR" 132 "area_code_415" "no" "no" 0 99 126 16.83 189.4 76 16.1 156.3 108 7.03 8.4 3 2.27 1 "no"
"373" "MD" 101 "area_code_408" "no" "no" 0 155.4 71 26.42 84 122 7.14 229.1 97 10.31 5.8 1 1.57 1 "no"
"374" "ND" 58 "area_code_408" "no" "no" 0 177.4 107 30.16 204.7 104 17.4 141.9 123 6.39 15 9 4.05 3 "no"
"375" "NH" 74 "area_code_510" "no" "no" 0 233.6 72 39.71 168 103 14.28 276.3 71 12.43 6.3 2 1.7 2 "no"
"376" "ID" 113 "area_code_408" "no" "no" 0 210.2 109 35.73 199.4 81 16.95 173.3 94 7.8 9.9 4 2.67 3 "no"
"377" "MS" 132 "area_code_510" "no" "no" 0 126.8 83 21.56 243.2 97 20.67 223.4 106 10.05 7.1 5 1.92 3 "no"
"378" "KS" 24 "area_code_510" "no" "yes" 41 187.1 80 31.81 286.1 77 24.32 188 107 8.46 10.4 2 2.81 1 "no"
"379" "CT" 127 "area_code_408" "no" "no" 0 155.8 91 26.49 103.7 85 8.81 117.2 125 5.27 8.6 3 2.32 2 "no"
"380" "NJ" 85 "area_code_510" "no" "no" 0 232.1 130 39.46 150.7 75 12.81 253.9 77 11.43 13 3 3.51 0 "no"
"381" "SC" 59 "area_code_415" "no" "no" 0 128.7 85 21.88 169.8 121 14.43 207.3 98 9.33 10.5 4 2.84 3 "no"
"382" "NH" 15 "area_code_415" "yes" "no" 0 224.3 85 38.13 166.3 79 14.14 187 117 8.41 11.7 3 3.16 1 "no"
"383" "VA" 113 "area_code_408" "no" "yes" 30 208.9 87 35.51 145.2 89 12.34 198.2 77 8.92 14.9 5 4.02 2 "no"
