Performance,Finishing,Passing,Defending,Tackling,Dribbling,Shooting,Stamina,Speed,Balance,Vision,Diving,Handling
63,41,54,50,66,57,62,79,40,70,80,14,14
70,17,65,71,64,53,22,62,64,58,43,6,6
58,67,57,38,45,49,63,77,61,70,63,2,2
85,87,74,22,29,81,91,71,75,43,77,10,10
70,61,82,57,61,47,81,71,51,64,74,14,14
64,44,60,59,53,50,65,31,56,57,59,12,12
77,68,84,58,64,71,86,66,69,68,83,9,9
63,55,51,47,47,49,77,32,68,57,53,13,13
66,56,65,60,57,65,64,81,71,68,60,15,15
54,31,51,44,46,42,72,73,62,71,61,5,5
67,62,63,31,28,65,68,66,76,69,70,12,12
69,63,64,40,38,60,81,80,70,69,77,9,9
75,10,35,8,13,11,35,48,38,34,28,74,74
68,34,60,70,68,32,69,62,70,46,59,14,14
69,32,49,71,61,37,51,33,51,56,55,7,7
59,12,25,12,11,13,11,52,52,34,27,57,57
67,51,67,69,67,63,65,58,55,69,75,7,7
59,11,11,12,11,11,35,35,56,62,32,49,49
84,52,81,81,92,78,77,87,79,78,63,14,14
62,35,56,57,53,43,61,77,70,57,52,6,6
65,69,54,14,28,72,61,61,76,87,52,6,6
61,12,35,12,11,10,35,55,35,66,32,58,58
69,33,71,69,73,70,51,68,72,67,73,10,10
76,81,62,29,34,73,69,77,74,68,60,5,5
65,44,66,69,63,53,63,52,62,71,62,6,6
62,56,62,36,41,55,76,75,64,61,76,9,9
67,64,66,39,41,66,63,73,67,68,68,14,14
72,58,79,71,65,64,78,76,70,67,66,8,8
67,50,72,44,52,64,72,67,50,74,69,8,8
63,26,54,64,57,45,34,66,52,52,43,5,5
61,41,64,51,49,57,55,72,62,61,60,11,11
63,11,62,61,58,62,34,70,68,78,62,5,5
66,36,49,68,58,32,52,79,40,61,35,11,11
69,61,65,33,39,70,68,80,94,77,65,11,11
79,73,80,41,23,84,72,92,79,78,77,6,6
74,39,64,75,71,55,52,64,53,60,46,8,8
69,57,64,75,69,68,55,78,66,70,56,8,8
70,68,75,37,41,70,75,34,69,69,74,11,11
77,44,66,73,84,37,58,69,65,52,58,8,8
70,34,64,78,75,50,50,57,51,57,48,13,13
70,79,57,18,27,64,68,61,55,68,71,10,10
61,10,29,9,18,12,34,46,52,67,34,73,73
63,67,61,15,14,52,75,31,43,40,67,13,13
71,74,54,34,31,74,70,67,67,49,67,8,8
88,90,86,15,27,88,92,78,79,34,84,13,13
68,47,71,49,60,61,73,78,55,75,75,10,10
69,72,69,24,13,83,58,78,80,80,74,10,10
65,40,71,66,70,55,69,89,66,73,62,8,8
81,42,62,85,82,58,68,65,69,53,60,6,6
74,48,75,75,79,56,73,78,60,61,51,9,9
70,51,73,70,61,51,62,66,33,64,50,10,10
75,31,73,76,74,38,59,52,54,39,59,9,9
75,61,77,62,75,70,75,74,68,64,82,15,15
74,68,74,21,23,74,68,80,75,80,74,12,12
77,63,81,73,74,71,76,82,55,72,84,12,12
75,77,75,16,26,73,81,64,51,67,81,5,5
68,69,60,28,43,68,71,71,75,65,72,6,6
73,63,79,70,69,64,70,64,51,68,75,11,11
68,68,63,19,12,64,72,63,49,53,58,14,14
77,25,68,80,78,47,55,59,67,58,51,5,5
65,19,51,66,53,45,64,75,47,48,49,14,14
68,17,52,62,71,35,44,45,29,61,30,14,14
71,49,71,72,69,56,60,80,82,75,58,12,12
72,24,67,75,73,45,47,66,55,67,42,15,15
64,31,53,60,64,39,69,56,32,27,41,12,12
69,39,74,67,62,68,62,72,71,71,74,8,8
62,22,62,64,58,48,53,67,58,69,52,15,15
75,21,65,78,76,34,56,69,69,68,58,6,6
75,28,71,76,74,50,45,69,51,69,43,6,6
62,62,60,31,22,63,70,33,55,64,64,10,10
68,72,64,14,11,52,71,70,71,65,65,13,13
69,53,69,65,64,61,71,90,71,63,63,14,14
81,72,87,62,59,84,87,68,65,83,87,14,14
69,72,65,19,28,52,75,61,68,61,66,9,9
66,36,64,64,62,42,59,70,54,52,57,11,11
61,14,23,12,11,11,27,52,29,41,34,61,61
74,41,75,66,72,74,82,69,80,70,72,6,6
80,70,76,20,22,89,79,52,77,70,78,9,9
87,63,88,77,72,65,86,79,58,65,91,7,7
73,54,71,71,70,55,67,66,64,67,49,15,15
59,64,57,43,35,57,54,63,73,72,49,5,5
78,74,77,45,34,74,84,76,67,79,83,5,5
63,43,68,64,58,63,63,71,69,77,43,7,7
54,41,50,52,51,58,71,74,72,73,65,14,14
63,23,60,68,65,12,60,62,52,74,53,13,13
65,52,59,16,19,68,50,72,91,77,51,6,6
65,30,54,66,51,55,62,62,65,36,53,12,12
63,56,63,59,62,67,65,75,69,69,64,7,7
63,66,56,25,26,51,68,76,66,58,61,11,11
74,22,60,79,76,43,77,48,63,62,56,12,12
60,58,59,20,31,57,61,65,68,48,54,12,12
74,58,84,66,71,70,72,50,64,75,78,15,15
69,46,68,71,72,63,72,58,64,50,52,8,8
75,66,77,42,65,73,78,76,69,72,75,15,15
69,60,70,53,59,72,67,70,75,73,64,5,5
71,68,72,56,59,67,75,73,33,45,73,13,13
78,81,74,16,26,74,81,54,55,63,75,31,31
75,50,66,77,73,56,68,64,55,55,52,8,8
64,64,51,30,47,61,72,70,61,69,70,5,5
72,73,61,27,23,61,71,71,81,69,67,8,8
68,58,69,68,64,63,63,75,51,68,62,6,6
85,84,86,23,22,83,82,67,66,75,90,11,11
65,22,51,60,67,35,65,76,72,78,53,12,12
68,70,67,32,21,57,67,67,66,47,64,11,11
79,33,70,81,79,58,66,68,60,58,56,5,5
81,77,81,22,25,82,82,69,72,71,80,14,14
74,60,76,62,70,71,75,75,72,75,76,15,15
70,55,75,56,60,66,76,85,65,60,70,8,8
67,61,69,59,64,69,63,83,74,72,66,12,12
57,45,62,44,57,54,69,69,58,61,53,11,11
64,66,70,63,58,62,76,75,66,60,72,12,12
78,40,78,73,79,75,88,86,67,78,69,9,9
59,40,65,55,48,47,60,69,72,56,53,14,14
71,75,62,32,20,57,78,30,52,58,67,10,10
82,68,86,73,80,75,85,76,64,67,81,6,6
69,14,28,14,11,13,41,52,56,55,33,68,68
75,52,76,72,71,59,76,76,55,47,63,15,15
69,55,70,69,68,64,78,71,49,63,64,8,8
73,40,76,64,74,62,73,69,53,74,76,15,15
66,44,73,55,66,62,72,78,57,80,66,15,15
74,42,81,72,71,62,68,59,48,64,69,9,9
76,55,73,74,72,46,60,60,55,42,54,8,8
75,60,81,44,26,66,75,70,74,70,82,10,10
69,72,61,37,31,64,71,70,49,28,69,6,6
67,64,75,53,61,70,85,63,54,67,67,13,13
77,40,60,79,78,42,64,55,62,54,41,11,11
69,56,68,68,68,68,61,63,54,50,71,10,10
69,56,72,73,75,76,70,33,75,84,72,15,15
78,72,85,65,55,75,77,73,67,67,77,9,9
69,14,56,68,66,51,62,56,55,33,37,6,6
60,66,50,11,17,54,70,33,47,57,46,9,9
73,72,67,16,22,70,76,65,75,62,66,9,9
71,70,66,11,18,69,75,77,73,74,69,15,15
78,57,52,81,79,38,69,71,54,27,56,13,13
67,41,57,67,72,67,71,63,72,68,46,9,9
60,23,61,55,54,42,30,68,58,41,36,2,2
71,72,61,23,17,70,76,61,84,62,53,9,9
72,26,70,80,74,50,60,64,57,62,42,9,9
68,52,74,12,19,63,62,66,49,76,83,12,12
66,57,61,62,31,64,66,82,76,80,65,8,8
63,27,40,60,60,32,47,34,34,44,40,11,11
67,36,65,66,68,64,66,67,69,58,64,5,5
62,61,55,22,21,57,77,43,54,71,70,7,7
81,37,69,84,79,39,62,69,61,28,48,7,7
59,15,42,64,60,32,34,72,79,61,69,13,13
74,43,73,75,80,57,74,76,59,67,67,14,14
61,24,55,50,57,37,60,70,50,67,74,14,14
74,69,72,58,42,76,83,64,61,65,76,12,12
67,71,64,23,22,68,71,49,51,59,60,12,12
67,49,65,65,69,62,68,76,70,66,68,8,8
63,46,55,50,55,55,68,92,63,90,52,8,8
61,39,53,56,55,50,58,79,60,64,45,12,12
65,36,69,66,57,50,60,42,55,72,56,13,13
59,13,26,15,16,13,30,32,40,33,34,56,56
66,65,60,38,17,66,74,68,71,61,48,8,8
74,13,32,10,16,10,36,55,62,39,26,82,82
67,15,33,70,71,27,51,29,48,48,36,7,7
76,45,80,84,78,54,62,61,44,60,60,5,5
75,69,72,25,29,79,73,70,83,62,73,15,15
68,11,35,13,12,10,26,45,68,63,27,74,74
70,12,35,12,13,15,42,51,54,44,32,69,69
78,11,23,11,13,13,22,53,57,65,32,78,78
61,49,59,62,58,58,53,67,67,71,38,11,11
60,51,65,32,43,54,62,50,62,57,62,9,9
61,36,64,65,62,57,70,54,55,69,56,6,6
56,8,32,13,18,19,37,51,51,51,13,62,62
59,30,62,63,45,48,68,55,48,48,50,11,11
62,45,64,55,68,50,71,61,49,40,68,7,7
64,44,71,66,54,53,71,71,53,81,61,13,13
77,46,66,74,73,45,71,69,59,33,56,5,5
75,10,12,10,11,11,37,52,38,30,35,77,77
64,28,62,63,62,58,49,70,64,48,48,6,6
58,11,30,7,11,13,20,52,56,43,33,66,66
64,13,26,13,13,14,24,47,53,34,34,64,64
66,68,52,22,23,49,74,50,50,50,44,10,10
82,12,36,19,16,9,35,35,48,67,33,84,84
81,43,72,80,81,66,59,68,67,63,45,10,10
73,68,78,18,23,74,73,32,61,69,80,14,14
73,48,78,62,64,63,83,60,34,70,85,12,12
62,37,52,64,58,48,53,72,46,55,57,14,14
75,62,76,30,44,82,75,67,73,60,78,11,11
84,12,35,11,12,12,21,47,52,50,33,85,85
74,18,35,10,12,13,22,52,42,51,31,74,74
81,82,74,21,24,70,84,82,80,41,67,5,5
75,48,68,70,76,60,85,67,60,49,65,11,11
71,77,64,26,40,55,65,53,64,45,69,10,10
80,10,36,11,13,12,41,48,58,48,39,82,82
74,66,74,18,31,79,68,69,75,83,75,5,5
71,70,69,15,16,63,84,67,62,59,55,8,8
68,58,59,24,31,66,83,71,73,79,64,5,5
82,83,80,22,18,83,84,60,70,69,83,8,8
74,69,76,62,68,71,76,89,72,67,74,14,14
73,42,69,71,75,76,77,76,74,85,48,14,14
70,27,62,75,72,47,65,72,72,57,60,5,5
73,68,76,46,39,74,77,68,65,68,70,6,6
72,76,67,18,24,67,68,72,74,71,53,12,12
79,71,85,61,59,75,84,67,61,73,86,14,14
73,12,23,11,14,13,23,52,60,57,36,76,76
68,24,58,67,62,54,29,62,32,34,45,10,10
63,62,66,23,54,63,62,68,60,66,67,8,8
85,85,80,21,18,83,84,71,84,60,79,14,14
81,62,84,70,76,73,82,80,52,50,86,10,10
79,46,75,79,78,43,79,72,76,71,57,13,13
71,34,58,72,70,51,73,55,68,64,55,11,11
66,46,70,56,55,63,56,89,67,83,73,7,7
67,64,59,14,10,67,68,58,81,56,67,6,6
65,14,36,14,12,10,33,32,33,52,33,66,66
68,10,30,10,10,10,26,49,53,28,32,72,72
75,38,63,79,77,46,68,67,67,65,58,7,7
75,60,80,72,67,68,68,82,54,75,82,6,6
68,63,64,31,28,67,77,64,66,47,64,10,10
61,57,53,36,20,62,84,52,82,80,52,13,13
66,32,66,55,60,54,70,75,63,73,60,8,8
65,55,61,56,54,23,83,66,51,32,58,13,13
58,32,61,51,52,42,66,88,64,66,58,6,6
64,60,51,33,26,62,72,76,81,70,55,9,9
62,35,56,61,53,48,72,69,56,56,56,15,15
65,48,60,52,64,42,89,71,54,59,51,10,10
77,55,66,80,78,66,68,74,73,61,44,11,11
66,60,60,21,25,72,60,63,82,80,64,15,15
77,64,77,70,78,73,75,77,77,63,73,11,11
60,61,54,13,13,56,63,55,66,74,55,13,13
75,74,74,40,37,73,76,77,68,62,69,7,7
70,57,72,67,71,67,79,82,74,85,64,14,14
73,38,57,76,73,26,75,67,53,53,38,12,12
65,62,76,26,28,68,78,71,72,68,76,13,13
72,41,68,70,72,67,59,87,77,57,67,11,11
66,64,65,31,27,60,73,87,55,68,61,10,10
65,14,36,11,13,19,33,56,58,66,31,69,69
71,57,74,48,51,69,73,79,65,70,83,7,7
64,48,64,61,62,62,67,78,68,70,64,11,11
68,19,55,63,64,20,54,53,53,33,32,8,8
73,31,55,71,75,30,59,70,54,44,41,14,14
67,34,54,66,53,42,59,76,66,72,36,13,13
58,58,53,40,40,61,58,74,85,86,40,5,5
63,52,63,52,52,63,66,63,67,80,63,6,6
61,6,11,11,12,9,43,52,58,53,23,59,59
67,47,51,65,60,55,36,57,53,56,53,15,15
73,76,70,25,28,75,74,61,74,81,60,7,7
78,69,76,60,35,83,76,75,69,87,78,8,8
65,65,64,52,40,70,75,72,67,68,68,14,14
68,67,69,29,32,68,71,68,68,71,66,5,5
63,15,22,11,12,10,22,54,46,66,31,58,58
70,59,70,21,24,66,74,59,70,69,71,9,9
71,30,68,72,74,62,56,69,67,65,68,9,9
64,56,65,59,58,57,66,54,50,60,62,14,14
60,28,38,56,54,26,46,50,50,40,37,7,7
73,58,74,30,39,76,75,66,69,71,75,10,10
65,60,65,29,32,58,74,32,53,63,68,9,9
79,70,81,44,36,81,72,78,86,78,74,9,9
69,60,62,45,21,65,70,70,80,70,73,12,12
61,54,60,54,53,65,61,60,70,62,57,14,14
81,88,67,23,10,80,87,76,84,88,70,6,6
73,72,68,17,16,71,81,71,73,47,70,7,7
82,88,63,22,33,71,83,67,89,70,57,7,7
43,10,23,13,11,10,23,52,27,47,34,29,29
58,56,63,22,10,48,55,70,58,70,45,7,7
74,11,57,73,82,21,29,78,69,78,54,14,14
66,23,49,67,57,34,49,69,35,42,59,10,10
75,36,61,76,72,27,41,66,63,61,59,9,9
62,12,35,11,11,13,32,49,44,38,33,68,68
58,14,35,11,13,14,24,56,55,35,23,59,59
75,21,64,73,75,40,20,67,67,47,59,10,10
70,10,27,10,11,10,24,51,52,51,36,68,68
62,56,45,51,56,48,68,46,34,42,30,8,8
71,11,20,12,11,11,40,45,51,52,33,70,70
74,52,74,71,68,56,75,82,81,76,64,14,14
69,44,60,75,71,44,53,34,33,39,59,8,8
74,45,73,73,81,35,58,78,62,83,57,11,11
68,44,77,49,72,60,76,72,63,70,75,14,14
72,52,72,71,69,48,71,76,65,62,54,13,13
70,44,72,71,73,58,46,81,52,69,64,8,8
74,12,37,13,13,12,48,52,55,34,31,75,75
66,69,71,25,24,66,73,50,47,59,59,7,7
67,57,69,61,54,65,66,80,57,66,73,6,6
69,48,74,51,37,68,64,63,66,81,74,12,12
66,58,72,49,48,67,81,47,72,39,57,15,15
65,64,66,23,25,67,69,71,71,65,60,5,5
66,34,58,64,60,42,66,63,33,40,57,14,14
73,36,75,74,77,69,65,72,74,75,58,11,11
67,12,35,19,11,11,45,41,36,39,28,66,66
75,31,66,79,76,38,57,63,51,53,50,5,5
68,62,73,55,58,64,71,69,52,58,74,14,14
80,66,84,56,68,77,76,76,72,56,85,8,8
78,50,64,82,78,56,78,69,54,62,48,8,8
73,27,70,70,78,51,59,63,55,61,49,13,13
76,73,76,34,43,81,75,42,68,72,74,6,6
65,27,53,66,55,39,69,74,60,74,56,10,10
79,71,82,74,70,77,84,68,64,40,83,10,10
67,72,63,47,46,63,69,69,72,79,67,10,10
74,26,70,75,71,53,48,60,56,57,64,6,6
77,78,76,28,19,71,76,69,54,29,75,12,12
73,10,38,12,15,14,26,52,46,48,26,75,75
67,17,46,65,59,32,51,34,33,30,45,11,11
78,70,81,54,42,84,77,66,75,75,75,14,14
68,60,78,52,47,56,71,71,51,73,77,12,12
61,11,28,12,13,16,20,52,51,53,34,59,59
62,27,49,57,58,32,32,72,48,46,36,5,5
73,71,63,14,21,64,77,82,71,73,68,5,5
71,29,67,71,72,49,64,64,41,61,44,11,11
70,65,72,73,68,57,73,86,53,63,65,14,14
73,55,75,41,47,73,79,32,54,74,81,8,8
69,60,75,71,62,61,72,77,73,70,62,12,12
75,74,76,61,62,69,78,86,63,59,74,10,10
58,65,42,15,21,36,59,38,40,64,53,9,9
77,73,82,61,59,72,78,69,66,78,74,12,12
70,33,68,69,75,58,70,66,68,69,58,15,15
69,36,62,68,69,38,60,73,58,51,54,6,6
65,53,69,47,52,62,71,77,64,48,66,11,11
59,62,53,28,20,56,64,62,63,64,36,15,15
62,49,58,65,59,66,77,48,55,78,70,7,7
56,26,37,59,55,37,22,59,52,71,54,10,10
63,12,23,19,18,19,22,45,39,52,33,62,62
71,59,73,57,64,68,70,86,73,70,72,10,10
65,45,71,61,71,58,64,73,68,68,51,11,11
73,46,72,71,68,56,63,68,34,73,73,9,9
68,11,27,13,12,11,24,52,51,54,36,64,64
60,12,37,12,9,9,35,48,39,69,35,60,60
71,66,70,15,26,74,70,59,70,87,68,13,13
70,72,73,25,29,71,73,53,72,67,70,11,11
66,32,58,68,60,36,60,34,54,71,38,12,12
68,30,60,68,74,56,77,72,68,53,38,5,5
64,53,69,57,71,61,62,74,64,71,71,6,6
70,67,76,52,60,55,79,70,53,54,79,5,5
72,62,76,21,55,73,72,66,60,58,79,11,11
72,44,67,76,77,60,75,67,67,63,48,7,7
71,71,68,41,38,69,70,68,67,60,74,9,9
75,66,77,39,35,69,74,78,68,87,79,7,7
60,41,66,58,64,55,64,75,61,73,67,5,5
63,44,60,61,63,62,56,71,66,70,51,7,7
77,34,79,77,78,60,7,67,65,57,72,12,12
64,56,46,19,20,76,75,65,86,64,59,10,10
71,31,66,71,69,45,55,65,55,27,46,15,15
67,37,51,62,58,40,64,25,26,61,52,14,14
83,41,82,82,90,77,74,84,79,75,64,15,15
70,59,73,62,71,67,83,83,64,58,68,8,8
64,26,48,59,63,29,46,73,42,39,56,5,5
65,63,64,43,21,65,84,63,73,64,64,15,15
79,66,84,76,74,75,76,85,68,81,83,5,5
70,68,60,44,41,71,75,72,75,73,76,14,14
54,37,56,54,50,54,63,55,72,60,49,9,9
77,57,69,78,77,58,76,72,69,47,69,7,7
68,48,62,16,32,66,65,76,68,72,74,6,6
68,66,66,38,33,71,68,70,80,71,60,6,6
65,34,38,71,62,27,51,71,54,58,58,13,13
66,59,65,55,54,64,79,71,67,83,66,8,8
75,66,78,45,44,79,82,71,65,63,72,10,10
65,52,63,42,30,71,67,53,73,67,65,10,10
69,11,38,12,10,10,47,45,47,45,35,72,72
69,46,57,71,66,37,72,68,60,53,54,12,12
58,20,55,50,45,22,65,71,68,74,57,11,11
68,56,74,65,63,57,81,77,65,77,64,5,5
69,12,32,13,18,18,35,44,30,43,34,65,65
72,66,73,67,72,67,78,83,68,74,71,11,11
66,54,62,45,34,65,74,71,55,70,68,14,14
63,59,62,58,50,58,76,92,77,57,58,13,13
77,77,72,18,21,74,78,60,74,58,71,7,7
65,52,58,64,65,64,47,68,74,69,58,12,12
66,13,25,14,13,11,18,52,51,54,32,69,69
69,48,67,58,63,60,52,79,77,55,56,5,5
59,23,43,60,59,23,57,33,34,32,25,7,7
73,76,65,15,15,73,73,68,78,71,69,7,7
70,59,72,72,72,68,71,65,79,63,64,15,15
79,64,78,45,53,83,78,74,81,76,77,11,11
68,51,66,68,69,58,71,69,71,66,51,10,10
81,58,88,64,70,74,80,76,63,72,87,10,10
76,71,74,19,25,80,83,71,92,59,63,11,11
77,67,80,46,39,77,82,63,65,65,83,12,12
64,67,74,53,54,65,81,81,64,59,75,8,8
75,67,73,39,41,81,77,75,78,79,72,12,12
67,49,67,62,61,65,62,73,84,70,64,12,12
65,37,58,64,71,48,66,77,68,77,60,6,6
64,7,35,12,13,8,40,32,48,41,32,62,62
78,34,61,81,75,47,61,32,52,43,46,5,5
75,78,64,24,26,68,76,74,74,58,64,13,13
74,38,58,69,76,65,59,80,77,60,60,9,9
63,61,59,32,45,58,62,52,70,64,53,11,11
71,74,57,19,22,68,81,56,69,60,69,14,14
67,67,55,30,38,62,78,83,82,69,40,12,12
66,45,63,69,64,61,53,78,77,64,55,7,7
71,30,61,71,68,36,68,44,52,38,43,10,10
73,74,70,35,39,73,77,80,75,64,67,11,11
71,73,64,20,19,67,67,67,74,73,71,15,15
68,38,56,70,64,41,60,62,46,38,45,14,14
83,11,36,12,14,13,28,52,52,43,31,87,87
75,76,78,29,33,69,78,75,67,63,78,14,14
76,34,69,80,81,68,66,78,73,67,58,6,6
71,73,66,33,32,69,75,62,63,48,70,8,8
66,73,55,22,18,58,73,57,66,72,56,13,13
66,29,71,29,55,66,58,69,65,90,73,11,11
68,39,61,67,64,40,60,57,52,56,56,11,11
77,58,75,69,76,62,77,76,62,51,72,6,6
58,34,56,55,63,40,47,51,48,46,54,5,5
68,58,75,44,68,66,66,72,55,81,74,10,10
82,83,77,22,18,82,83,69,76,52,74,12,12
60,39,68,45,52,38,66,48,48,72,65,8,8
78,59,82,70,80,73,75,55,55,65,79,10,10
56,53,53,53,55,62,46,42,74,62,36,5,5
68,62,61,56,60,72,67,70,71,70,72,5,5
64,50,61,77,75,56,60,90,67,75,50,12,12
73,69,73,22,56,80,70,81,74,88,75,8,8
65,75,55,25,21,42,70,61,60,69,56,13,13
61,36,62,52,63,62,51,71,75,71,59,9,9
82,85,84,16,22,84,86,52,82,94,84,14,14
86,64,83,78,84,78,88,86,69,66,84,11,11
59,17,39,63,55,32,28,53,54,57,33,10,10
57,32,73,50,36,51,75,75,51,76,35,10,10
73,30,65,72,72,38,50,69,68,53,44,9,9
63,12,22,16,17,11,35,55,45,58,23,67,67
62,52,53,59,57,42,75,76,49,46,40,11,11
64,68,56,35,22,51,66,33,35,40,51,14,14
68,64,69,40,42,67,70,53,52,86,75,11,11
62,34,66,55,63,60,59,68,55,68,66,11,11
77,57,81,78,73,68,70,79,75,61,70,6,6
60,35,69,17,19,60,55,73,63,40,50,11,11
68,33,61,65,65,28,40,68,62,76,51,11,11
69,63,70,52,56,69,64,71,66,62,70,12,12
72,52,49,76,74,55,54,73,73,67,51,6,6
61,30,46,52,58,45,43,68,51,38,34,13,13
66,35,40,57,62,42,36,34,51,32,31,15,15
77,79,68,27,28,71,79,68,68,51,71,5,5
61,27,61,61,63,49,51,52,48,47,53,9,9
68,69,66,18,28,79,76,60,76,86,52,14,14
66,39,58,64,64,52,77,58,47,58,32,5,5
54,61,56,50,54,55,70,64,66,84,64,5,5
63,48,68,58,63,47,53,67,55,71,60,8,8
61,53,69,47,47,57,61,86,68,82,59,8,8
66,56,67,39,34,62,70,56,66,71,68,6,6
64,61,60,67,68,63,71,60,62,60,67,6,6
65,40,60,66,65,58,55,68,66,65,53,7,7
69,54,65,43,45,62,62,77,58,74,77,15,15
63,40,54,68,65,50,55,64,53,69,49,8,8
60,60,56,43,23,63,58,48,84,71,56,8,8
67,35,63,67,59,56,50,76,58,61,66,8,8
68,73,61,33,32,63,76,65,52,58,67,15,15
74,11,31,13,18,19,37,56,49,20,36,75,75
64,44,72,41,58,55,56,81,52,70,66,14,14
70,70,67,21,21,71,74,74,69,73,69,14,14
75,22,66,76,75,53,59,80,72,82,75,14,14
81,42,80,83,84,70,69,76,65,81,73,13,13
68,18,58,67,66,34,15,53,50,61,44,7,7
71,65,70,53,55,73,69,83,69,83,70,11,11
64,73,51,25,20,56,60,70,73,62,59,14,14
62,36,63,50,60,34,63,60,52,46,55,11,11
68,21,65,68,64,48,25,68,56,57,34,10,10
81,36,66,85,80,29,71,64,34,28,58,12,12
60,19,36,53,51,21,56,67,45,49,32,8,8
68,45,68,71,60,60,60,77,53,65,69,12,12
68,75,57,16,26,64,72,54,49,70,67,5,5
73,66,74,62,68,67,82,95,75,43,73,5,5
57,47,56,58,56,44,56,61,54,70,56,12,12
64,60,70,53,64,62,68,75,60,67,65,5,5
60,11,21,10,12,10,29,52,35,45,31,58,58
68,18,22,13,9,13,19,55,53,59,31,71,71
62,15,32,10,16,9,22,45,39,48,31,61,61
72,78,68,16,21,70,81,66,68,60,60,15,15
70,54,67,62,48,76,68,78,77,74,62,13,13
59,36,67,56,50,51,63,57,68,78,65,5,5
67,66,73,69,68,59,71,65,54,59,67,10,10
61,43,53,58,61,47,61,74,63,62,59,14,14
60,48,65,35,59,51,53,59,46,70,67,7,7
69,60,71,41,61,67,71,85,68,78,70,13,13
72,13,30,11,10,13,20,54,33,43,32,70,70
53,21,42,58,54,38,21,51,55,79,40,14,14
70,16,24,10,11,13,22,51,40,69,20,72,72
66,60,62,56,37,67,65,66,55,78,60,5,5
65,16,25,11,18,10,37,51,57,48,34,68,68
63,57,59,32,23,65,51,64,77,83,62,7,7
66,31,59,66,65,51,36,64,52,67,39,12,12
63,26,65,66,67,43,37,71,48,70,52,5,5
66,67,56,18,32,62,71,74,62,63,65,8,8
64,15,24,15,14,11,33,55,49,55,32,67,67
68,21,62,67,69,48,48,74,70,68,55,7,7
72,63,72,36,37,73,71,67,90,80,69,10,10
60,25,58,59,50,26,70,46,55,60,46,12,12
80,71,88,43,46,82,79,52,70,73,89,14,14
66,69,56,34,29,66,74,53,53,46,55,7,7
64,70,61,21,19,62,64,71,72,64,54,13,13
64,67,61,28,11,62,67,82,70,76,63,5,5
68,30,54,73,65,37,58,68,51,59,41,12,12
63,63,55,41,25,63,60,79,81,69,56,6,6
73,76,68,33,29,70,80,74,74,57,65,10,10
75,72,77,70,73,75,78,85,79,84,72,5,5
60,42,65,40,50,53,56,85,62,83,59,12,12
61,36,75,60,62,49,71,69,67,75,53,5,5
72,68,74,63,64,69,90,76,65,70,78,15,15
66,54,67,59,70,59,72,66,51,68,61,8,8
70,70,62,39,27,68,70,69,72,81,58,14,14
66,68,73,49,48,68,70,65,53,61,71,14,14
56,6,32,5,8,12,32,32,28,61,28,58,58
65,10,26,12,12,12,22,45,54,48,31,64,64
69,56,66,68,63,61,74,76,66,61,60,7,7
67,60,60,32,28,73,63,55,92,70,60,6,6
70,43,71,74,68,63,66,68,56,79,67,7,7
67,35,51,65,66,41,48,53,55,61,52,7,7
63,61,42,30,21,55,72,53,74,53,47,13,13
64,12,26,10,12,16,17,52,51,62,39,68,68
79,30,71,81,80,51,69,78,69,62,54,32,32
64,49,65,65,57,61,65,80,65,71,56,14,14
63,11,27,10,12,15,26,52,57,67,34,71,71
65,69,69,29,13,71,76,34,34,75,69,15,15
73,42,57,74,65,19,83,65,37,31,41,7,7
70,40,75,65,68,43,69,63,34,60,62,6,6
71,28,71,71,66,47,41,69,53,69,51,14,14
73,55,62,73,81,55,64,86,63,52,44,13,13
65,11,26,11,14,13,24,51,60,48,35,66,66
61,63,35,26,15,46,64,60,78,74,37,6,6
79,68,75,45,43,82,82,78,78,75,82,9,9
72,56,70,73,68,57,64,80,54,45,67,15,15
67,35,61,61,70,55,65,69,74,69,59,12,12
77,60,82,68,70,73,91,67,66,44,83,9,9
61,29,46,62,61,58,58,71,69,55,62,14,14
70,15,33,12,12,11,36,51,48,60,33,70,70
58,20,49,60,54,45,33,64,59,62,53,11,11
89,90,84,32,37,83,91,88,81,73,84,10,10
73,65,68,29,45,80,67,69,84,87,67,14,14
59,49,63,52,30,68,60,69,62,60,62,8,8
71,14,31,10,8,16,14,48,49,43,34,72,72
64,66,66,60,61,55,65,85,65,61,68,5,5
62,29,57,63,62,44,42,65,65,68,56,5,5
70,60,74,43,42,71,71,65,71,54,70,15,15
70,45,52,70,69,40,40,52,31,47,42,10,10
67,46,72,53,57,58,69,75,52,84,65,11,11
58,44,46,52,54,39,46,73,59,58,60,11,11
67,60,60,49,39,66,62,67,78,67,64,12,12
51,13,32,13,11,14,16,50,48,48,35,54,54
63,49,66,48,55,63,59,73,64,60,70,8,8
61,47,60,45,57,41,66,82,60,57,66,8,8
67,58,73,61,67,58,71,69,34,76,65,12,12
64,68,64,45,32,48,70,72,52,67,60,8,8
66,75,57,18,11,57,74,59,61,86,68,8,8
74,44,74,73,70,61,70,87,62,51,66,5,5
54,24,42,54,50,34,26,69,32,48,36,10,10
70,68,60,36,37,78,62,57,69,73,73,13,13
60,28,37,60,56,33,26,70,44,61,34,13,13
63,56,70,51,56,68,72,33,59,79,70,15,15
