고객ID,이탈여부,총 매출액,방문빈도,1회 평균매출액,할인권 사용 횟수,총 할인 금액,고객등급,구매유형,클레임접수여부,구매 카테고리 수,거주지역,성별,고객 나이대,거래기간,할인민감여부,멤버쉽 프로그램 가입전 만족도,멤버쉽 프로그램 가입후 만족도,Recency,Frequency,Monetary,상품 만족도,매장 만족도,서비스 만족도,상품 품질,상품 다양성,가격 적절성,상품 진열 위치,상품 설명 표시,매장 청결성,공간 편의성,시야 확보성,음향 적절성,안내 표지판 설명,친절성,신속성,책임성,정확성,전문성,D1,D2,D3
614,0,9690830,30,323028,14,335045,1,2,0,5,5,1,3,1089,0,6,7,7,5,6,7,6,6,7,6,6,7,.,5,6,6,7,6,4,4,6,6,6,1,0,0
615,0,3373520,11,306684,4,58895,1,4,1,5,5,1,7,966,0,2,3,7,3,3,2,5,4,6,5,5,5,5,5,4,5,5,4,4,5,5,5,5,0,0,1
616,0,3153260,18,175181,22,350995,1,4,1,6,6,1,3,1073,0,3,5,7,3,3,4,3,4,6,5,5,6,.,6,6,6,6,5,5,6,5,6,5,0,0,1
617,0,2424530,16,151533,21,348695,1,4,1,5,5,1,6,962,0,6,6,6,3,1,4,6,7,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,0,0,1
618,0,2333210,55,42422,23,381145,1,2,1,6,6,1,5,1076,0,3,5,7,5,1,7,6,7,4,4,4,5,5,4,4,5,5,5,5,5,5,4,5,1,0,0
619,0,3431820,15,228788,22,350745,2,4,1,2,2,1,6,1069,1,3,5,7,3,3,5,4,5,6,5,6,5,6,5,5,6,6,5,6,5,6,6,5,0,0,1
620,0,4210340,46,91529,24,359000,1,2,0,7,7,0,9,1074,0,5,5,7,5,4,6,5,7,7,7,6,7,6,5,6,6,7,6,5,4,6,6,5,1,0,0
621,0,2280340,6,380057,9,247545,2,4,0,3,3,1,6,1035,0,4,6,7,2,1,3,4,5,7,6,6,5,5,5,6,7,6,5,5,7,6,6,6,0,0,1
622,0,2842800,12,236900,11,295700,1,4,1,5,5,1,8,1066,0,4,6,7,3,2,5,4,6,5,5,6,5,5,6,5,5,6,6,4,5,4,4,5,0,0,1
623,0,8886000,30,296200,22,369635,1,2,0,5,5,0,4,1089,0,4,5,7,5,6,5,4,6,7,6,6,5,5,5,7,6,5,5,6,5,6,6,6,1,0,0
624,0,5229190,19,275221,10,305645,2,4,0,4,4,0,3,1080,0,4,5,7,3,4,6,4,6,6,6,5,6,5,6,6,5,6,5,4,4,6,5,5,0,0,1
625,0,6235950,17,366821,8,261200,1,4,1,6,6,1,4,1043,0,4,4,7,3,5,5,4,6,6,6,5,5,6,6,5,5,5,5,6,7,7,7,6,0,0,1
626,0,3072250,5,614450,14,333600,1,3,0,5,5,1,3,1032,0,5,5,7,1,3,2,2,5,7,5,6,7,6,7,6,5,6,7,6,7,6,5,6,0,1,0
627,0,6387350,20,319368,20,346700,1,4,0,7,7,0,6,960,1,6,6,6,4,5,5,6,6,7,6,6,6,6,6,7,6,7,6,5,5,6,6,6,0,0,1
628,0,6065290,23,263708,26,366845,1,4,1,7,7,1,6,1043,0,7,7,7,4,5,7,7,7,5,5,4,4,5,5,5,6,5,5,4,5,4,4,4,0,0,1
629,0,4273390,23,185800,20,328035,1,4,0,5,5,1,5,1067,0,3,4,7,4,4,5,5,4,6,6,7,6,6,6,7,6,5,6,5,7,6,6,6,0,0,1
630,0,3697900,15,246527,22,350050,1,4,1,5,5,1,3,1017,0,2,3,7,3,3,4,4,5,6,7,6,6,6,6,5,5,5,5,6,6,5,5,6,0,0,1
631,0,3280570,33,99411,11,296200,1,2,1,6,6,1,3,1044,0,4,4,7,5,3,5,4,4,7,6,7,6,6,6,7,6,6,6,7,6,7,6,6,1,0,0
632,0,3487890,15,232526,4,59145,1,4,1,5,5,1,4,1067,0,5,3,7,3,3,6,5,7,6,6,6,.,6,6,7,7,5,6,7,6,5,5,5,0,0,1
633,0,21913110,18,1217395,12,303695,1,3,1,7,7,1,9,1089,0,5,5,7,3,7,6,5,6,6,5,6,6,6,6,5,6,6,7,5,6,6,5,5,0,1,0
634,1,2304900,7,329271,20,347450,2,4,0,3,3,1,5,611,0,4,6,1,2,1,5,4,5,6,7,6,7,6,7,6,7,6,6,4,5,6,6,6,0,0,1
635,0,4382890,20,219145,20,347450,1,4,0,5,5,0,5,820,0,6,6,5,4,4,7,6,6,6,5,5,6,6,6,7,6,7,7,6,6,7,7,6,0,0,1
636,0,3706390,26,142553,16,366095,1,4,0,6,6,1,6,1075,0,2,6,7,4,3,4,6,4,5,4,5,5,5,4,5,6,4,6,5,4,5,5,4,0,0,1
637,0,4515850,28,161280,18,341700,1,4,1,5,5,1,5,1083,1,3,6,7,4,4,5,4,7,6,6,7,6,6,6,7,6,6,6,7,6,6,6,6,0,0,1
638,0,5955150,15,397010,8,261895,2,2,0,4,4,1,5,1095,1,7,5,7,3,5,7,7,7,6,5,6,5,5,6,5,5,5,4,3,2,3,3,3,1,0,0
639,0,20544470,58,354215,21,347250,2,2,0,4,4,1,5,1072,1,4,5,7,5,7,6,4,5,5,5,6,5,6,5,5,4,5,4,4,5,6,5,5,1,0,0
640,1,7116560,7,1016651,19,367945,1,3,1,6,6,1,4,633,0,5,6,1,2,5,6,5,5,6,6,7,6,.,7,7,6,7,6,6,7,5,7,6,0,1,0
641,1,4944590,15,329639,17,364395,2,4,0,3,3,0,5,642,0,4,5,1,3,4,3,6,6,6,5,5,5,5,5,4,6,5,5,5,6,5,5,5,0,0,1
642,0,3207300,17,188665,4,58450,2,4,1,3,3,1,2,1057,0,2,3,7,3,3,4,4,5,6,7,6,6,6,6,5,5,5,5,6,6,5,5,6,0,0,1
643,0,3474060,11,315824,22,350050,1,4,0,5,5,1,3,1037,1,2,4,7,3,3,2,4,4,7,7,6,6,4,7,6,7,6,7,6,7,6,7,6,0,0,1
644,0,2426810,31,78284,3,43695,1,4,0,5,5,0,4,1094,0,4,5,7,5,1,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,5,0,0,1
645,0,3414750,34,100434,21,348000,1,2,1,5,5,1,4,1083,0,4,4,7,5,3,5,4,6,6,6,5,5,6,6,5,5,5,5,6,7,7,7,6,1,0,0
646,0,3304040,17,194355,19,365850,1,4,0,6,6,0,4,987,0,6,6,6,3,3,4,6,7,6,5,5,6,5,5,6,5,6,5,4,5,6,5,5,0,0,1
647,0,2730220,10,273022,10,305645,2,4,0,2,2,1,3,951,0,4,4,7,3,2,4,4,6,7,6,6,6,7,5,5,6,6,7,7,7,6,6,6,0,0,1
648,0,4252700,14,303764,24,360195,1,4,0,5,5,1,6,1062,0,6,6,7,3,4,4,6,7,6,5,5,6,5,5,6,5,6,5,4,5,6,5,5,0,0,1
649,0,10712460,20,535623,20,348145,1,3,0,6,6,1,5,807,0,3,6,7,4,6,3,4,6,6,5,5,6,5,5,5,6,6,5,4,5,5,5,4,0,1,0
650,0,13786670,27,510617,3,44445,1,3,1,5,5,1,4,1070,0,4,6,7,4,7,5,4,5,6,7,6,7,6,7,6,7,6,6,4,5,6,6,6,0,1,0
651,0,3803540,44,86444,23,380345,1,2,1,5,5,1,7,1041,0,2,4,7,5,3,6,7,5,5,4,5,4,5,5,6,5,6,5,4,4,5,4,4,1,0,0
652,0,2674730,10,267473,8,260950,2,4,0,3,3,1,5,972,0,2,3,7,3,2,2,5,4,7,6,6,6,6,5,6,5,6,5,4,5,5,6,5,0,0,1
653,0,7900710,35,225735,9,247545,2,2,1,3,3,1,6,1084,0,3,4,7,5,5,2,4,5,4,5,6,5,4,4,6,5,5,6,5,4,5,5,5,1,0,0
654,0,14285200,67,213212,19,366500,1,2,1,6,6,1,1,1091,0,5,6,7,6,7,6,7,7,5,5,6,7,6,5,5,6,7,7,5,6,6,5,5,1,0,0
655,0,15938860,50,318777,15,326295,1,2,0,7,7,1,6,1062,0,4,4,7,5,7,5,5,4,5,6,6,6,6,5,6,6,7,6,7,5,5,6,6,1,0,0
656,0,4265690,21,203128,20,347350,1,4,0,6,6,1,7,1060,0,5,6,7,4,4,6,5,5,5,6,4,5,6,4,6,5,5,6,6,5,5,4,5,0,0,1
657,0,2817340,12,234778,26,364900,2,1,1,3,3,1,6,1009,1,3,4,7,3,2,5,5,4,6,6,7,6,6,6,7,6,5,6,5,7,6,6,6,0,0,0
658,0,13072260,37,353304,9,246100,1,2,0,5,5,1,3,1077,0,2,6,7,5,7,5,6,4,6,5,5,5,6,5,5,6,5,6,5,5,6,6,6,1,0,0
659,0,9623100,54,178206,11,296200,1,2,1,7,7,0,5,1093,0,4,6,7,5,6,5,7,7,6,6,7,7,7,6,6,6,6,7,5,6,6,6,6,1,0,0
660,0,2338340,30,77945,15,325600,1,2,0,5,5,1,5,1086,0,5,5,7,5,1,4,5,7,6,5,5,6,5,6,6,6,6,7,4,6,6,5,6,1,0,0
661,0,6572050,18,365114,22,350550,1,4,1,5,5,1,6,1094,0,3,4,7,3,5,4,4,6,6,6,5,5,5,7,6,6,7,7,6,6,7,6,6,0,0,1
662,0,3270900,6,545150,12,304195,1,3,0,5,5,0,5,869,0,3,6,5,2,3,3,3,4,6,5,6,6,5,6,7,6,6,6,6,7,6,5,6,0,1,0
663,0,3334850,10,333485,20,347350,1,4,1,6,6,1,1,925,0,4,6,6,3,3,4,4,5,7,6,6,7,7,7,7,7,6,6,7,7,6,6,6,0,0,1
664,0,11076090,21,527433,18,342145,1,3,1,6,6,1,9,1078,1,5,6,7,4,6,6,5,5,6,7,6,6,6,6,7,6,7,6,5,6,6,6,5,0,1,0
665,0,6513990,16,407124,14,333850,2,4,0,3,3,1,5,953,1,6,6,7,3,5,5,4,5,7,6,6,6,6,6,7,6,7,6,5,5,6,6,6,0,0,1
666,0,4368710,28,156025,10,304200,1,2,1,5,5,1,5,1091,0,5,6,7,4,4,4,5,5,6,7,7,6,6,6,7,7,7,7,7,7,6,6,6,1,0,0
667,0,10876590,67,162337,9,267500,1,2,1,7,7,1,6,1089,0,2,4,7,6,6,6,7,5,6,5,5,6,6,5,5,6,6,6,6,6,5,5,5,1,0,0
668,0,2740000,9,304444,24,360945,1,1,1,5,5,1,4,1019,0,4,7,7,2,2,3,4,6,6,5,6,6,6,6,6,5,5,6,6,6,6,5,6,0,0,0
669,1,2830130,126,22461,20,347795,2,2,1,4,4,1,5,612,0,3,7,1,7,2,6,7,7,6,5,5,5,5,5,4,5,5,4,4,5,5,5,5,1,0,0
670,0,3360440,23,146106,4,57450,1,2,0,6,6,1,3,1037,0,3,3,7,4,3,2,5,6,7,6,6,6,5,7,6,6,7,6,7,7,7,6,6,1,0,0
671,0,8975220,23,390227,18,341200,1,4,1,6,6,1,3,1078,0,7,7,7,4,6,5,6,4,5,7,6,6,7,6,7,6,6,7,5,7,6,6,6,0,0,1
672,0,3045240,21,145011,28,377595,1,4,0,5,5,1,6,1048,0,5,5,7,4,3,4,5,6,7,6,6,6,7,6,7,6,7,6,6,7,6,6,7,0,0,1
673,0,38469070,102,377148,8,251035,1,2,0,7,7,1,3,1085,0,5,7,7,7,7,6,6,7,7,6,7,6,6,7,6,6,6,6,6,7,6,6,7,1,0,0
674,0,6899740,26,265375,12,302500,1,2,0,6,6,0,5,997,0,5,5,7,4,5,4,5,7,6,5,5,6,5,6,6,6,6,7,4,6,6,5,6,1,0,0
675,0,10949660,43,254643,16,366345,1,2,0,7,7,1,1,1042,0,6,6,7,5,6,7,6,6,7,6,5,6,6,5,7,6,7,6,5,5,6,6,6,1,0,0
676,0,3694150,8,461769,23,379950,1,1,0,5,5,1,7,982,0,7,7,7,2,3,4,6,3,5,5,6,.,6,6,5,5,6,5,5,5,6,6,5,0,0,0
677,0,2848500,15,189900,5,130900,1,4,0,5,5,1,4,1005,0,4,6,7,3,2,5,4,7,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1
678,0,3147000,10,314700,25,358050,2,1,0,4,4,0,4,889,0,3,5,7,3,3,4,3,4,4,4,4,5,5,4,4,5,5,5,5,5,5,4,5,0,0,0
679,0,3895720,10,389572,30,380000,1,1,1,5,5,1,4,1044,0,6,6,7,3,3,4,6,6,6,5,5,5,6,5,6,5,5,5,5,5,5,5,5,0,0,0
680,0,3711500,14,265107,9,247100,1,4,0,5,5,0,6,1041,0,3,5,7,3,3,4,3,4,6,5,5,6,.,6,6,6,6,5,5,6,5,6,5,0,0,1
681,0,24050720,71,338743,17,364700,1,2,0,7,7,0,3,1083,1,3,4,7,6,7,7,6,7,7,6,6,.,6,7,7,6,6,5,4,5,5,5,5,1,0,0
682,0,11633020,60,193884,11,296200,1,2,0,5,5,1,7,1048,0,2,3,7,6,6,6,5,7,6,5,5,5,5,5,4,5,5,4,4,5,5,5,5,1,0,0
683,0,8288300,45,184184,23,379895,1,2,0,5,5,1,5,1084,0,3,4,7,5,6,3,3,5,4,5,5,5,5,6,5,5,5,4,4,5,6,5,5,1,0,0
684,0,9207800,41,224580,17,365145,1,2,1,5,5,1,4,1072,0,4,6,7,5,6,5,4,5,6,6,7,6,6,6,7,7,7,7,7,6,6,6,7,1,0,0
685,0,3434700,15,228980,5,131845,1,4,1,5,5,1,8,1091,0,2,4,7,3,3,4,4,6,6,6,7,7,7,6,7,7,5,6,4,5,5,6,5,0,0,1
686,0,4107150,21,195579,21,346750,2,4,1,4,4,1,9,1050,0,2,3,7,4,4,4,4,6,6,5,5,6,6,6,5,5,6,6,5,5,6,5,5,0,0,1
687,0,3063510,25,122540,17,364895,1,4,0,5,5,1,2,1005,0,3,7,7,4,3,2,5,6,6,5,6,5,5,5,5,6,5,5,6,6,7,6,5,0,0,1
688,0,6774340,21,322588,24,359945,2,4,1,4,4,1,3,972,0,2,3,7,4,5,4,4,4,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1
689,0,4715110,42,112265,19,366250,2,2,1,4,4,1,5,1067,0,5,7,7,5,4,4,5,6,6,5,6,6,6,6,6,7,6,5,6,7,6,6,6,1,0,0
690,0,10500960,18,583387,11,297145,1,3,1,7,7,1,8,977,0,3,7,7,3,6,4,3,5,6,7,6,6,.,7,7,6,6,6,5,3,6,6,6,0,1,0
691,0,17395920,49,355019,16,365845,1,2,0,6,6,1,5,1092,1,2,4,7,5,7,7,6,5,6,5,4,5,6,7,6,6,6,6,4,5,5,6,5,1,0,0
692,0,3019300,31,97397,19,366945,2,2,1,4,4,1,7,1046,0,3,7,7,5,3,3,5,5,7,7,6,5,5,6,7,6,7,6,7,6,6,5,6,1,0,0
693,1,3727660,13,286743,16,366095,1,4,1,6,6,1,7,595,0,5,6,1,3,3,4,5,6,6,5,6,6,5,6,7,6,6,6,6,7,6,5,6,0,0,1
694,0,4832380,50,96648,3,42500,1,2,0,7,7,1,3,1076,0,5,6,7,5,4,6,5,7,6,5,5,5,6,6,5,6,5,6,5,6,6,6,6,1,0,0
695,0,13077600,9,1453067,26,366345,1,3,0,5,5,1,4,999,0,6,6,7,2,7,5,4,5,6,6,6,.,.,5,6,6,6,5,6,5,7,6,6,0,1,0
696,0,2714530,20,135727,17,383535,1,2,1,5,5,1,6,1081,0,4,5,7,4,2,6,4,6,6,6,5,6,5,6,6,5,6,5,4,4,6,5,5,1,0,0
697,0,5273930,19,277575,19,366250,2,4,1,4,4,1,6,1009,0,2,7,7,3,4,2,5,6,4,5,6,6,5,6,5,6,7,6,6,6,5,5,5,0,0,1
698,0,5043000,39,129308,26,366095,1,4,1,6,6,1,2,1093,0,4,6,7,5,4,5,4,6,7,7,6,.,.,6,7,6,5,6,6,5,5,6,6,0,0,1
699,0,3017040,18,167613,29,375245,1,4,0,6,6,1,5,1086,0,5,6,7,3,3,6,5,7,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,0,0,1
700,0,5475200,26,210585,22,350050,2,2,1,4,4,1,3,1047,0,5,5,7,4,4,4,5,7,6,5,5,6,5,6,6,6,6,7,4,6,6,5,6,1,0,0
701,0,4144280,23,180186,25,357995,1,4,0,5,5,1,3,1036,0,3,4,7,4,4,2,4,5,7,6,5,6,.,5,6,5,6,5,5,4,5,6,4,0,0,1
702,0,4236140,11,385104,13,323850,1,4,1,5,5,1,5,1040,0,4,4,7,3,4,2,3,3,7,6,7,6,6,6,7,6,6,6,7,6,7,6,6,0,0,1
703,1,6610590,29,227951,5,131095,1,2,0,6,6,1,4,575,0,5,6,1,4,5,7,6,5,5,6,5,5,5,6,5,5,4,5,5,5,6,5,5,1,0,0
704,0,47702310,106,450022,23,378650,1,2,0,6,6,0,7,1089,0,5,7,7,7,7,6,5,7,7,7,6,7,6,6,7,6,6,6,6,6,6,6,6,1,0,0
705,0,3589780,35,102565,10,304200,2,2,0,4,4,1,4,1046,0,6,6,7,5,3,4,6,7,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,1,0,0
706,0,5371110,22,244141,25,358745,1,2,0,5,5,1,6,1074,0,3,6,7,4,4,5,3,4,6,5,6,5,6,7,6,5,7,6,5,6,6,5,6,1,0,0
707,0,4068200,22,184918,20,347100,1,4,1,6,6,1,8,1052,1,3,4,7,4,4,3,6,5,6,6,5,5,5,4,5,4,5,5,6,6,7,7,6,0,0,1
708,0,21304270,64,332879,1,8845,1,2,1,6,6,1,2,1088,0,5,6,7,6,7,6,6,7,6,5,5,5,6,6,5,6,5,6,5,6,6,6,6,1,0,0
709,0,5038700,4,1259675,10,304895,2,3,1,4,4,1,9,1057,0,2,7,7,1,4,1,3,2,6,5,6,5,5,6,5,6,6,5,5,4,5,4,5,0,1,0
710,0,7666570,27,283947,27,356700,2,4,1,4,4,1,5,973,0,5,6,7,4,5,4,5,5,6,7,7,6,6,6,7,7,7,7,7,7,6,6,6,0,0,1
711,0,8047520,21,383215,26,366345,1,4,1,7,7,1,7,1069,0,4,6,7,4,6,5,4,7,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,0,0,1
712,0,5365490,12,447124,20,347850,1,4,0,5,5,1,7,995,0,5,6,6,3,4,2,4,1,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,0,0,1
713,0,44580240,203,219607,26,366845,1,2,0,7,7,1,5,1093,0,4,5,7,7,7,7,7,7,4,6,5,4,6,6,4,5,4,6,5,4,5,6,5,1,0,0
714,0,2700840,14,192917,29,392400,1,4,1,5,5,1,5,1039,0,4,5,7,3,2,5,4,6,6,5,6,5,5,6,5,5,5,4,3,2,3,3,3,0,0,1
715,1,15085020,30,502834,29,374995,1,3,1,6,6,1,3,642,0,7,7,2,5,7,5,7,7,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,0,1,0
716,0,3500460,25,140018,19,367000,1,4,1,6,6,1,3,1066,0,4,6,7,4,3,3,6,6,4,4,4,5,5,5,5,4,4,4,4,5,5,4,4,0,0,1
717,0,9832960,12,819413,11,296450,1,3,0,7,7,0,7,1050,0,4,4,7,3,6,5,4,6,6,6,5,5,6,6,5,5,5,5,6,7,7,7,6,0,1,0
718,0,3931950,18,218442,22,350300,1,4,1,6,6,1,2,954,0,2,4,7,3,3,3,5,4,6,5,4,5,6,7,6,6,6,6,4,5,5,6,5,0,0,1
719,1,7044150,17,414362,3,43695,2,4,0,4,4,1,4,507,0,5,6,2,3,5,4,5,7,6,6,7,6,6,5,6,6,6,6,5,5,6,5,5,0,0,1
720,0,5083450,14,363104,1,7900,1,4,0,6,6,0,3,1092,0,5,5,7,3,4,6,5,6,6,5,6,6,6,6,5,6,6,7,5,6,6,5,5,0,0,1
721,0,9598770,39,246122,20,347350,1,2,0,6,6,1,7,1069,0,3,4,7,5,6,4,4,6,6,6,5,5,5,7,6,6,7,7,6,6,7,6,6,1,0,0
722,0,9623120,11,874829,12,303195,1,3,1,5,5,1,6,1058,0,2,5,7,3,6,2,4,5,6,5,5,6,5,4,5,5,5,4,5,4,5,5,5,0,1,0
723,0,5243680,10,524368,24,359500,1,3,1,5,5,1,5,1019,0,6,6,7,3,4,4,6,5,6,7,6,7,.,6,6,6,6,6,7,7,6,6,7,0,1,0
724,0,28510990,70,407300,29,374995,1,2,1,7,7,1,2,1088,0,4,6,7,6,7,7,6,6,7,6,6,7,7,7,7,7,6,6,7,7,6,6,6,1,0,0
725,0,20867870,24,869495,11,297145,1,3,1,6,6,0,7,1085,1,4,5,7,4,7,2,4,5,6,5,5,6,6,5,5,6,6,6,6,6,5,5,5,0,1,0
726,0,4350380,18,241688,23,380200,1,4,1,5,5,1,2,1083,0,3,5,7,3,4,5,6,6,7,6,6,6,7,5,5,6,6,7,7,7,6,6,6,0,0,1
727,1,2366300,19,124542,27,357395,1,4,1,6,6,1,8,609,0,2,7,1,3,1,1,3,5,6,6,6,5,6,6,6,5,6,6,6,6,6,5,6,0,0,1
728,0,2406570,30,80219,15,325600,1,2,1,5,5,1,6,1069,0,3,5,7,5,1,4,3,4,6,5,5,6,.,6,6,6,6,5,5,6,5,6,5,1,0,0
729,0,15713820,30,523794,9,246100,1,3,1,6,6,1,3,1093,0,2,5,7,5,7,2,4,5,6,5,5,6,5,4,5,5,5,4,5,4,5,5,5,0,1,0
730,0,2576690,11,234245,19,366945,2,4,0,4,4,0,5,919,0,5,7,5,3,2,6,5,5,5,5,5,6,5,5,5,6,5,5,4,4,5,4,4,0,0,1
731,0,8043040,19,423318,4,59645,1,4,1,6,6,1,3,1043,0,4,4,7,3,6,5,4,6,5,4,5,4,5,7,7,6,7,6,5,4,5,5,5,0,0,1
732,0,3603200,19,189642,1,5445,1,4,0,5,5,1,7,1092,0,4,4,7,3,3,6,4,5,5,5,6,.,6,6,5,5,6,5,5,5,6,6,5,0,0,1
733,0,31009770,104,298171,29,373550,1,2,1,7,7,1,4,1083,0,4,5,7,7,7,7,7,5,5,6,6,5,5,5,6,5,5,5,4,6,6,5,5,1,0,0
734,0,6938310,39,177905,1,23835,1,2,1,5,5,1,9,1091,1,6,6,7,5,5,7,6,7,7,7,6,.,.,6,7,6,5,6,6,5,5,6,6,1,0,0
735,0,32568870,92,354009,18,340450,1,2,1,7,7,1,7,1090,0,4,7,7,7,7,7,7,7,4,6,5,6,.,5,6,4,6,5,4,5,5,6,5,1,0,0
736,0,4253950,29,146688,14,333350,1,2,0,6,6,1,4,1070,0,5,5,7,4,4,4,5,6,7,6,6,6,7,6,7,6,7,6,6,7,6,6,7,1,0,0
737,0,26752200,52,514465,25,358745,1,3,1,7,7,1,4,1069,0,6,6,7,5,7,6,5,5,6,5,5,.,.,6,5,7,5,6,6,6,6,5,6,0,1,0
738,0,30808520,48,641844,26,365900,1,3,1,7,7,0,6,1015,0,6,6,7,5,7,7,6,6,6,5,6,6,6,6,6,5,5,6,6,6,5,6,6,0,1,0
739,0,5248820,30,174961,7,210500,2,2,1,4,4,1,6,1079,0,4,4,7,5,4,5,4,7,7,6,6,7,6,6,7,6,6,6,6,5,6,6,6,1,0,0
740,0,11057180,22,502599,13,323600,1,3,0,6,6,1,3,1074,0,4,4,7,4,6,5,4,5,6,5,6,6,5,7,6,6,7,6,5,5,6,6,6,0,1,0
741,0,5202550,21,247740,20,347645,1,4,0,5,5,1,8,1050,0,5,5,7,4,4,3,5,7,6,5,5,5,5,5,4,6,5,5,5,6,5,5,5,0,0,1
742,1,2831800,9,314644,9,247295,1,4,0,5,5,1,6,614,0,5,6,1,2,2,4,5,7,7,6,6,6,7,6,7,6,7,6,6,7,6,6,7,0,0,1
743,0,11994760,79,151832,17,364200,1,2,1,5,5,1,6,1093,0,5,6,7,6,6,7,5,7,5,6,6,6,5,6,5,6,5,6,6,6,6,6,6,1,0,0
744,0,6137230,22,278965,23,380345,2,4,0,4,4,1,3,1088,0,4,6,7,4,5,6,4,6,7,6,6,7,7,7,7,6,7,6,5,5,6,7,6,0,0,1
745,0,2577650,11,234332,20,348395,2,4,0,4,4,0,8,1076,0,2,6,7,3,2,2,4,5,6,6,7,6,6,5,6,6,6,6,5,5,6,5,5,0,0,1
746,1,2496050,21,118860,15,326295,1,4,0,5,5,0,7,591,0,4,6,1,4,1,4,4,5,7,6,6,6,6,6,7,6,7,6,6,6,6,6,6,0,0,1
747,0,3348450,15,223230,16,365150,2,4,1,4,4,1,5,1005,0,6,6,7,3,3,7,6,7,7,6,6,7,6,6,6,5,6,5,6,5,6,5,5,0,0,1
748,0,17376250,58,299591,9,246600,1,2,0,6,6,0,3,1085,0,5,5,7,5,7,7,5,6,6,5,6,6,6,6,5,6,6,7,5,6,6,5,5,1,0,0
749,0,2616400,10,261640,19,366500,1,4,0,6,6,1,3,1074,1,3,5,7,3,2,3,5,5,6,6,6,5,6,6,6,5,6,6,6,6,6,5,6,0,0,1
750,0,4345450,24,181060,4,58645,1,4,1,5,5,1,3,1033,0,3,3,7,4,4,4,4,7,6,4,4,6,6,4,6,4,7,7,5,6,7,5,6,0,0,1
751,1,3174240,5,634848,25,358495,2,3,0,4,4,0,2,507,0,3,3,2,1,3,2,4,3,5,5,6,7,6,6,6,5,5,5,7,6,5,5,6,0,1,0
752,0,4419720,23,192162,3,42750,1,4,1,5,5,1,2,1094,0,5,5,7,4,4,5,5,7,7,6,6,7,6,7,6,6,6,7,6,5,6,5,5,0,0,1
753,0,6867670,16,429229,30,381445,1,4,0,5,5,1,8,1054,0,3,5,7,3,5,5,3,5,7,6,5,6,6,5,7,6,7,6,5,5,6,6,6,0,0,1
754,0,3556490,39,91192,25,357050,1,2,0,5,5,1,3,1056,0,6,7,7,5,3,7,6,6,6,5,6,6,5,5,5,7,5,5,5,6,6,6,5,1,0,0
755,0,4106160,14,293297,16,366595,1,4,1,7,7,1,5,980,0,2,4,7,3,4,2,5,5,7,7,7,7,7,6,6,4,6,5,6,6,7,5,5,0,0,1
756,0,3483770,8,435471,20,346950,1,4,1,6,6,1,5,895,0,5,6,5,2,3,4,5,6,6,5,7,.,.,6,7,6,7,6,6,6,6,7,6,0,0,1
757,0,5439950,9,604439,11,297145,2,3,1,3,3,1,7,1081,0,3,6,7,2,4,5,4,5,6,4,4,6,6,4,6,4,7,7,5,6,7,5,6,0,1,0
758,0,3797880,13,292145,14,334295,1,4,0,5,5,1,9,1073,0,5,7,7,3,3,4,5,5,6,5,5,5,6,6,6,5,6,5,6,5,5,5,6,0,0,1
759,0,3827040,33,115971,12,303250,1,2,0,6,6,1,4,1092,0,2,4,7,5,3,4,4,6,6,5,5,6,5,5,6,5,6,5,5,6,5,5,5,1,0,0
760,0,2784380,13,214183,5,130400,1,4,0,5,5,0,7,982,0,6,6,7,3,2,6,6,6,6,5,6,6,6,6,6,5,5,6,6,6,6,5,6,0,0,1
761,0,3166780,14,226199,19,366545,1,4,0,6,6,1,6,1067,0,2,3,7,3,3,4,4,4,5,4,5,6,5,5,5,6,4,5,6,5,6,5,5,0,0,1
762,0,6060750,13,466212,17,364645,1,1,0,5,5,1,5,1040,0,6,4,7,3,5,5,1,4,6,5,6,6,6,6,5,6,6,5,4,5,5,4,5,0,0,0
763,0,3966650,18,220369,13,325045,1,4,0,6,6,1,3,1071,0,5,6,7,3,3,6,5,6,7,7,7,6,7,6,6,5,6,5,5,3,6,6,6,0,0,1
764,0,12472620,42,296967,7,210945,1,2,0,7,7,1,6,1049,0,3,4,7,5,6,3,3,5,6,7,6,6,6,6,5,6,6,6,5,6,6,7,6,1,0,0
765,1,4230500,11,384591,16,365595,1,1,0,6,6,1,1,563,0,5,6,1,3,4,4,5,6,7,6,6,6,6,6,5,5,6,6,6,7,6,6,6,0,0,0
766,0,2531070,21,120527,12,303945,1,4,1,5,5,1,4,1081,0,3,5,7,4,2,5,4,5,5,6,6,6,.,6,5,5,6,7,6,6,5,6,6,0,0,1
767,0,11049600,29,381021,17,364450,1,4,0,6,6,0,6,1011,0,4,7,7,4,6,6,4,5,7,6,6,7,7,7,7,7,6,5,7,6,6,7,7,0,0,1
